q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
不用,"[{""role"":""user"",""content"":""你们发的是芝士""},{""role"":""user"",""content"":""我买的原味没错""},{""role"":""user"",""content"":""味道不什么好""},{""role"":""user"",""content"":""这个不是钱的事亲""},{""role"":""user"",""content"":""一包""},{""role"":""user"",""content"":""不用""}]",好的亲,,18,"['问题：""你要我洗干净给你寄回来。"", 答案：""不用的""', '问题：""<食用方式>需要冷藏吗？"", 答案：""不需要""', '问题：""要煮的"", 答案：""不需要""', '问题：""是否要烧"", 答案：""不需要""', '问题：""不用急冻是吗"", 答案：""不用哈""', '问题：""我要把漏的 地上扫起来了 装袋子给你寄过去是吧"", 答案：""不用哈""', '问题：""不用了"", 答案：""好的亲 这边给您联系拦截""', '问题：""你来拿去冷藏吧 冷藏几十年"", 答案：""不用的哦""']",,
问一下三罐套装是罐子装的吗,"[{""role"":""user"",""content"":""问一下三罐套装是罐子装的吗""}]",亲亲，三罐套装是罐子装的哦。,,18,"['问题：""按重量是两罐吗？但外包装确是三罐啊？"", 答案：""亲亲咱这边通过快递那边核实重量发出的是三罐的重量呢没问题的哦""', '问题：""是3罐啊"", 答案：""好的亲""', '问题：""是罐装吗"", 答案：""亲亲，一罐500g哦。""', '问题：""三罐的"", 答案：""亲 拍照看下哦""', '问题：""亲，实惠装也是罐装吗"", 答案：""是的 亲""', '问题：""一单14.9是三罐吗？还送玻璃碗和勺对吗？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""请问一罐里有多少小袋？在吗"", 答案：""亲 一罐500g 里面没有小袋的独立包装哦""', '问题：""(⊙_⊙)？我的订单不是三罐么😳"", 答案：""亲只收到两罐吗""']",,
可以看一下配料表吗？,"[{""role"":""user"",""content"":""质量怎么样？""},{""role"":""assistant"",""content"":""亲亲，质量很好的呢~""},{""role"":""user"",""content"":""可以看一下配料表吗？""}]",亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈,亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈,18,"['问题：""能把配料表看看吗？"", 答案：""亲 我们暂时没有哈 可以参考下评论区""', '问题：""能发一下配料表吗"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""有配料表吗"", 答案：""亲，可以参考评论区，商品详情""', '问题：""配料表有么"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""有配料表 图吗"", 答案：""亲 我们暂时没有哈 您可以参考下评论区""', '问题：""请出示配料表"", 答案：""可以参考看下""', '问题：""把你们的详细配料表发给我"", 答案：""亲商品上有哈""', '问题：""要看到配料表才可以下单"", 答案：""亲 我们暂时没有哈，可以参考评论区实物图""']",,
这个也是用也是可以做椰奶的吗？还是只可以做椰子洞？,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""这个也是用也是可以做椰奶的吗？还是只可以做椰子洞？""}]",亲亲，这个椰奶冻粉可以做椰奶哦~,,"18,7","['问题：""不是做奶冻是椰奶这个椰奶商用的怎么做？用来摆摊"", 答案：""亲 可以按照教程哦""', '问题：""请问这个可以做椰奶冰沙吗？"", 答案：""亲，这个不清楚哈""', '问题：""这个可以做一碗冰椰奶吗椰子冻"", 答案：""1kg的椰奶冻粉加水制作完成后使用100ml的塑料容器，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""这个椰奶冻粉，只能搞椰奶冻吗"", 答案：""是的呢亲""', '问题：""这个可以做椰子汤底吗"", 答案：""可以试下亲""', '问题：""我做的是你们家的，椰奶冻"", 答案：""亲亲现在什么问题呢""', '问题：""做出来不白呢椰奶不应该是白色吗"", 答案：""亲亲，我们的果蔬粉做出来是白色的哦。""', '问题：""用吉利丁还是白凉粉"", 答案：""这个是椰奶冻粉哈""', '问题：""怎么做椰浆"", 答案：""椰浆不清楚哈""', '问题：""介绍一系列丁，奶，仙，椰粉的好处和作用"", 答案：""参考页面详情亲""']",,
一共15小包,"[{""role"":""user"",""content"":""700克都不到""},{""role"":""assistant"",""content"":""亲 拍下带有商品名称的图片哦这边看不清具体的商品""},{""role"":""user"",""content"":""一共15小包""}]",,亲 这个不是我们店铺的哦,18,"['问题：""我偿了味不同于三药粉，刚开动的留着，剩下的三罐需退货才是"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""药粉收到了，但这个盒咋是坏的呢？"", 答案：""实在抱歉亲 可能是快递路上比较暴力""', '问题：""商家好！黄瓜籽粉收到，共三罐，怎么没有杯和勺子呢？"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""请问你们的山药粉，是属于去皮熟山药粉吗？产地在何处？"", 答案：""亲，我们公司在山东枣庄，山药产地是温县怀山药哈""', '问题：""您好，之前寄的都是白色包装的，这次寄的银色包装的，怎么拌开以后都是粉末啊"", 答案：""两种包装随机发的亲""', '问题：""你好，你那个货是不是寄三包啊？是不是你这个店啊？"", 答案：""拍下面单和包装咱看下""', '问题：""收到货收到货不是三瓶吗？"", 答案：""根据选项选择哈亲""', '问题：""怎么才一包呀怎么才一包呀分开发货的嘛只有一包粉"", 答案：""亲 两个包裹发出的""']",,
给小孩子喝的，所以味道不能马虎,"[{""role"":""user"",""content"":""味道怪怪的""},{""role"":""assistant"",""content"":""亲亲，我们的商品质量是很好的，口感因人而异的哈，""},{""role"":""user"",""content"":""给小孩子喝的，所以味道不能马虎""}]",亲亲，我们的商品质量是很好的,亲亲，我们的商品质量是很好的,18,"['问题：""可我之前买的不会有这股味道小孩子都不喜欢他说有药味"", 答案：""亲亲咱只保证自家质量哈""', '问题：""口感不好有味"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""要有甜味才好喝"", 答案：""亲亲，口感因人而异""', '问题：""老人喝了以后跟我说的有苦味不好喝"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""这个味不浓而且有味道像原奶味"", 答案：""亲 海盐的盐味比较淡""', '问题：""没法喝味太大，"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""好滴孩子能喝么"", 答案：""可以的""', '问题：""孩子不爱喝我没试呢"", 答案：""亲可以试试哈""']",,
有没有不加糖的,"[{""role"":""user"",""content"":""你好，这个要自己加糖吗""},{""role"":""assistant"",""content"":""亲，这款商品本身会含有糖，您可以根据个人口味添加哦。""},{""role"":""user"",""content"":""有没有不加糖的""}]",亲，商品本身零添加蔗糖的,,18,"['问题：""有没有无糖的"", 答案：""亲，我们的商品都是无蔗糖的""', '问题：""有无糖的吗"", 答案：""亲。商品零添加蔗糖的，只有商品本身富有的糖份哈""', '问题：""无糖的有不"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""不用加糖吗"", 答案：""根据个人口味哈""', '问题：""有没有加糖？"", 答案：""亲 没有哦""', '问题：""不加糖是不是没有味道啊？"", 答案：""亲 根据您自己的口味添加哦""', '问题：""亲无糖的有那种"", 答案：""亲 我们是0添加蔗糖的哦""', '问题：""用加糖吗"", 答案：""亲 可以不用加糖哦""']",,
我请别人帮忙退货，还租车呢,"[{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""退货运费15元""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""你这山东要15元的""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""那不行的。我这运费我15元的""},{""role"":""assistant"",""content"":""亲 没有额外的补贴哦""},{""role"":""user"",""content"":""嗯，那申请平台吧""},{""role"":""user"",""content"":""我请别人帮忙退货，还租车呢""}]",亲 运费需要您自行承担,亲 以平台补贴为准 没有其它补贴哦,18,"['问题：""售后那边怎么联系呢？"", 答案：""亲自助申请退货哈""', '问题：""我申请退货。"", 答案：""确认下""', '问题：""你好，我在订单中申请了退货。请你帮我把货退了好吗？"", 答案：""亲 我们这边无法帮您操作 需要您在订单上面申请下哦""', '问题：""店家，你这个东西到了包装脏兮兮的先不说他涨了啊"", 答案：""可以申请下退货退款亲""', '问题：""我要退货我已经申请了"", 答案：""售后会及时处理的哈""', '问题：""不好要求退货"", 答案：""亲 可以申请退货退款""', '问题：""都退回去吧这赃的"", 答案：""亲 可以申请退货退款""', '问题：""不行，用不了退回去"", 答案：""亲 可以申请退货退款""']",,
谢谢[抱拳],"[{""role"":""user"",""content"":""谢谢[抱拳]""}]",亲 实在是抱歉呢 这边给您申请2元的补偿可以吗,,"18,8","['问题：""谢谢[抱拳]"", 答案：""亲 实在是抱歉呢 这边给您申请2元的补偿可以吗""', '问题：""[微笑][微笑]谢谢"", 答案：""好的亲🌹""', '问题：""[谢谢]"", 答案：""不客气""', '问题：""[谢谢]"", 答案：""好的亲🌹""', '问题：""[谢谢]"", 答案：""不客气哈""', '问题：""[玫瑰][抱拳][抱拳]"", 答案：""🌹""', '问题：""[捂脸]"", 答案：""可以吗亲""', '问题：""[微笑]"", 答案：""好的亲🌹""', '问题：""[微笑]"", 答案：""😀""', '问题：""[流泪][流泪][流泪]"", 答案：""好的亲🌹""']",,
可以给我发邮政吗,"[{""role"":""user"",""content"":""可以给我发邮政吗""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""保质期"", 答案：""3年""', '问题：""快递"", 答案：""中通快递亲""', '问题：""商品简介"", 答案：""海参生存历史6亿多年是一种历史悠久的海洋生物，古人发现“其性温补，足敌人参”海参是世界上少有的低糖、低脂肪、无胆固醇动物，含有海参皂苷、粘多糖、SOD等多种元素。海参作为药食同源的海洋食品，以其良好的营养结构和独特的营养成分，成为人们健康养生首选""']",,
100克能做几杯,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""一包多少克""},{""role"":""assistant"",""content"":""亲，一包是50克哦~""},{""role"":""user"",""content"":""100克能做几杯""}]",亲，按照粉水比例1:6混合就可以哈,,"18,7","['问题：""100克能做多少"", 答案：""1kg的椰奶冻粉加水制作完成后使用100ml的塑料容器，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""500克能做多少杯"", 答案：""一斤可以做很多次，具体次数需要根据您的使用量和制作方式而定""', '问题：""100克的粉多少杯呀"", 答案：""亲，按照比例制作就好。粉水比例1:6搭配哈""', '问题：""一斤能做多少杯"", 答案：""1kg的椰奶冻粉加水制作完成后使用100ml的塑料容器，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""一袋能做多少杯"", 答案：""不清楚哈亲需要自己根据比例计算哈""', '问题：""100克能冲几碗人工客服"", 答案：""参考下亲""', '问题：""请问100克大楷能做多少杯(250豪升)？"", 答案：""1kg的椰奶冻粉加水制作完成后使用100ml的塑料容器，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""一斤 250毫升杯，大概可以做多少杯"", 答案：""具体要根据您的使用量和制作方式而定 没有具体参数""', '问题：""水是六   粉是一能做几杯"", 答案：""具体要根据您的使用量和制作方式而定 没有具体参数""', '问题：""500克能做多少"", 答案：""具体要根据您的使用量和制作方式而定 没有具体参数""']",,
那就好,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，下单48小时内发货哦~""},{""role"":""user"",""content"":""尽量牛奶和鸡蛋""},{""role"":""user"",""content"":""日期是多久的""},{""role"":""user"",""content"":""OK""},{""role"":""user"",""content"":""不是快过期的吧""},{""role"":""assistant"",""content"":""亲亲，我们的商品都是近期生产的""},{""role"":""user"",""content"":""那就好""}]",亲亲，如果您还有其他问题，可以随时联系我们哦~,,18,"['问题：""那也行"", 答案：""好的 亲 这边给您补发一袋""', '问题：""好嘛"", 答案：""🌹""', '问题：""好"", 答案：""🌹""', '问题：""好"", 答案：""华都""', '问题：""好"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""好"", 答案：""您现在收到八包是吧""', '问题：""好"", 答案：""好的亲""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,18,,,
,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""3罐几斤""},{""role"":""assistant"",""content"":""亲，一罐500g哦。""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,"18,8",,,
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
那我去付款,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""我不便秘可以吃吗？""},{""role"":""assistant"",""content"":""可以的 亲""},{""role"":""user"",""content"":""那我去付款""}]",好的 亲,好的 亲,18,"['问题：""付款了"", 答案：""好的""', '问题：""下单付款了"", 答案：""好的""', '问题：""我垫付吗还是"", 答案：""亲，您正常申请退货退款就可以亲，商品寄回，""', '问题：""需要支付多少钱请发过来我把钱支付给你"", 答案：""亲亲您那边正常确认收货哦""', '问题：""对的，我是提前付了"", 答案：""亲 我们这边确实是查询不到您具体的支付记录 您可以自行查询下扣费记录。""', '问题：""我已下单"", 答案：""好的亲""', '问题：""把我的款到那里去了"", 答案：""原途径返回""', '问题：""微信打款。"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""']",,
再试一次，不行就全部退了。,"[{""role"":""user"",""content"":""无语""},{""role"":""user"",""content"":""再试一下，一包都用一半了。""},{""role"":""assistant"",""content"":""亲 您可以少用一点试下看看效果哦""},{""role"":""user"",""content"":""[晕]""},{""role"":""user"",""content"":""一个模具要200ml的水""},{""role"":""user"",""content"":""那比例是不是要放33g的粉？""},{""role"":""assistant"",""content"":""亲 水也需要称重""},{""role"":""user"",""content"":""再试一次，不行就全部退了。""}]",好的,,18,"['问题：""那好吧，那好吧，我再试一下，要是不行的话，我就要退款。"", 答案：""再试下哈亲""', '问题：""如果不行就退了吧"", 答案：""好的 我联系退回""', '问题：""那我明天再试一下，要是不行，我要退款。"", 答案：""您再试下哦""', '问题：""退剩的？那其他的呢我在试试"", 答案：""已经使用的没法退哈""', '问题：""呵呵不行退了吧"", 答案：""亲 申请4元的补偿可以吗""', '问题：""不退了待能发时再发吧。"", 答案：""亲亲，可以的""', '问题：""不行，实在不行给你退回去吧"", 答案：""实在抱歉给您带来不好的体验，如果您实在不满意的话您可以申请退货退款，商品退回。""', '问题：""一共三包现在打开一包了也可以退吗？"", 答案：""亲可以退剩下的哦""']",,
尽快哈血糖高能吃是吗,"[{""role"":""user"",""content"":""哦哦""},{""role"":""assistant"",""content"":""嗯嗯""},{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，下单48小时内发货哦~""},{""role"":""user"",""content"":""尽快哈""},{""role"":""user"",""content"":""尽快哈血糖高能吃是吗""}]",亲，建议先咨询下医生哦~,无添加蔗糖的哈,18,"['问题：""哦，血糖高多人能吃不"", 答案：""建议咨询医生哈""', '问题：""有糖吗？我血糖高的"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""高血糖可以吃太甜了不能吃"", 答案：""实在抱歉给您带来不好的体验，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""糖友能吃吗"", 答案：""建议咨询医生哈""', '问题：""亲，糖尿病人吃，血糖升高？"", 答案：""零添加蔗糖哈""', '问题：""糖尿病人能吃吗"", 答案：""亲 建议咨询医生哦""', '问题：""糖尿病人可以吃吗"", 答案：""亲，不建议糖尿病人食用哦。""', '问题：""糖尿病人能吃吗？"", 答案：""亲，建议先咨询下医生""']",,
那不行的。我这运费我15元的,"[{""role"":""user"",""content"":""退货期限多久呢，等五天左右去拿快递时去寄行不""},{""role"":""assistant"",""content"":""可以的""},{""role"":""user"",""content"":""嗯""},{""role"":""assistant"",""content"":""嗯嗯""},{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""退货运费15元""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""你这山东要15元的""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""那不行的。我这运费我15元的""}]",亲 您自己补3元可以吗,亲 没有额外的补贴哦,18,"['问题：""我不适合吃的，能退吗？"", 答案：""亲 可以的哦 运费自理""', '问题：""你好，运费已经超5块"", 答案：""亲 以平台补贴为准""', '问题：""运费不够需12元"", 答案：""以平台补贴为准哈""', '问题：""算啦，发过去9块钱的运费就不够，我也白跑腿多花钱"", 答案：""好的""', '问题：""老板你给我发这个货，也不跟你图片那一样啊。那运费你给多钱呢，人家要十五块钱，你怎么整？"", 答案：""以平台补贴为准哈亲""', '问题：""邮费怎么算？"", 答案：""包运费的""', '问题：""免快递费吧！"", 答案：""包运费的""', '问题：""退货这个运费不够得10快"", 答案：""以平台补贴为准哈""']",,
加的葡萄糖糖尿病人,"[{""role"":""user"",""content"":""糖尿病人能食用吗？""},{""role"":""assistant"",""content"":""咨询医生哈亲""},{""role"":""user"",""content"":""加的葡萄糖糖尿病人""}]",亲 建议您咨询下医生,亲建议先咨询下医生哦,18,"['问题：""加糖吗？我有糖尿病。"", 答案：""咨询医生哈亲""', '问题：""我是糖尿病人"", 答案：""咨询医生哈亲""', '问题：""额外加糖了吗？我有糖尿病需慎用。"", 答案：""亲，我们的产品零添加蔗糖哦，只有商品本身赋有的糖份""', '问题：""亲，糖尿病人吃，血糖升高？"", 答案：""零添加蔗糖哈""', '问题：""糖尿病人可用吗"", 答案：""亲，不建议糖尿病人食用哦。您也可以咨询下医生""', '问题：""你这本身有没有甜味？"", 答案：""本身含糖的""', '问题：""请问商家可以放糖吗？还是里面含着糖的不好意思，在麻烦问一下"", 答案：""本身含糖的""', '问题：""甜不甜"", 答案：""本身含糖的亲""']",,
好的谢谢,"[{""role"":""user"",""content"":""布丁粉要芒果和牛奶味的""},{""role"":""assistant"",""content"":""亲 已备注""},{""role"":""user"",""content"":""好的谢谢""}]",亲，不客气哦~,亲，不客气哦~,18,"['问题：""好的 谢谢"", 答案：""不客气""', '问题：""好的谢谢"", 答案：""好的亲🌹""', '问题：""好的谢谢"", 答案：""拍下随意搭配的选项后与我们联系""', '问题：""好的谢谢"", 答案：""感谢支持""', '问题：""好的谢谢"", 答案：""不客气""', '问题：""好的谢谢"", 答案：""客气了亲""', '问题：""好的谢谢了"", 答案：""好的亲申请以后记得联系我拦截哈""']",,
老板布丁我要草莓跟芒果这两个味道,"[{""role"":""user"",""content"":""老板布丁我要草莓跟芒果这两个味道""}]",亲 已备注,,18,"['问题：""这个买一送一的要芒果和草莓口味老板"", 答案：""亲，已备注哦~""', '问题：""草莓芒果两个口味"", 答案：""已备注""', '问题：""要草莓味和芒果味别发错了"", 答案：""亲，已备注哦~""', '问题：""老板我已经下单了，我想要草莓和芒果味忘了备注了"", 答案：""亲，已帮您备注，我们会尽快为您发货哦~""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""老板，我要牛奶和芒果味的"", 答案：""已备注""', '问题：""能自己选味道么芒果和草莓的吧"", 答案：""已备注""', '问题：""芒果味和草莓味麻烦老板备注下"", 答案：""亲 已备注""']",,
牛奶草莓,"[{""role"":""user"",""content"":""牛奶草莓""}]",亲 已备注,亲 已备注,18,"['问题：""牛奶+草莓"", 答案：""亲，已备注~""', '问题：""草莓"", 答案：""亲 拍下生产日期""', '问题：""芒果草莓抹茶牛奶"", 答案：""已备注""', '问题：""牛奶和草莓要这两个口味"", 答案：""亲，已备注~""', '问题：""牛奶味和草莓味"", 答案：""好的 亲 已备注""', '问题：""草莓牛奶味各一斤谢谢"", 答案：""亲 已备注""', '问题：""要牛奶和草莓两个味道"", 答案：""亲 已备注""', '问题：""草莓吧"", 答案：""亲 您拍的这个选项不支持备注 可以拍随意搭配的选项哦""']",,
你好,"[{""role"":""user"",""content"":""你好""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""对"", 答案：""好的稍等""', '问题：""对"", 答案：""亲建议您增加打发时间试试哦""', '问题：""对"", 答案：""已备注""', '问题：""对"", 答案：""嗯嗯""', '问题：""直接给快递员吗？"", 答案：""对的""', '问题：""开水到粉里的必须用电动打蛋器吗"", 答案：""对的""', '问题：""祛湿减小肚子哪一个你发的这个吗"", 答案：""对的""', '问题：""你给我发的是500克的呀"", 答案：""对的""']",,
我已经拼单成功4小时，能尽快帮我发货吗？我已经拼单成功4小时，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已经拼单成功4小时，能尽快帮我发货吗？""},{""role"":""user"",""content"":""我已经拼单成功4小时，能尽快帮我发货吗？我已经拼单成功4小时，能尽快帮我发货吗？""}]",亲亲，正常48小时内发货呢~,亲亲，正常48小时内发货呢~,18,"['问题：""我已经拼单成功5小时，能尽快帮我发货吗？我已经拼单成功5小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢~""', '问题：""我已经拼单成功3小时，能尽快帮我发货吗？我已经拼单成功3小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢~""', '问题：""我已经拼单成功2小时，能尽快帮我发货吗？我已经拼单成功2小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢。""', '问题：""我已经拼单成功2小时，能尽快帮我发货吗？我已经拼单成功2小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢""', '问题：""我已经拼单成功9小时，能尽快帮我发货吗？我已经拼单成功9小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢~""', '问题：""我已经拼单成功16小时，能尽快帮我发货吗？我已经拼单成功16小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢~""', '问题：""我已经拼单成功10小时，能尽快帮我发货吗？我已经拼单成功10小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢。""', '问题：""我已经拼单成功10小时，能尽快帮我发货吗？我已经拼单成功11小时，能尽快帮我发货吗？"", 答案：""亲亲，正常48小时内发货呢。""']",,
你不会备注吗,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""老板""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""可以发邮政吗""},{""role"":""assistant"",""content"":""没法指定哈""},{""role"":""user"",""content"":""你不会备注吗""}]",指定不了哈,指定不了哈,18,"['问题：""我知道啊，你帮我备注一下好吗？这样仓库人员看到会及时发出的"", 答案：""不支持备注""', '问题：""你好忘记备注了"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""牛奶味，和芒果味"", 答案：""备注了亲""', '问题：""芒果+香芋各2斤"", 答案：""备注了亲""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""在吗我刚刚拍了一单，买一送一，我要草莓味和牛奶味"", 答案：""备注了亲""', '问题：""我要芒果跟香芋味儿"", 答案：""备注了亲""', '问题：""[请确认消费者订单备注][请确认消费者订单备注]"", 答案：""备注了亲""']",,
你这么说，我还通过平台解决此事。,"[{""role"":""user"",""content"":""你家这款产品。没法给你退。""},{""role"":""user"",""content"":""你自己看看图片，对比一下子。看看哪个是真哪是假。""},{""role"":""assistant"",""content"":""亲 我们是正规厂家生产的""},{""role"":""user"",""content"":""你说的正规厂家。但是你的黄瓜子粉出现问题。""},{""role"":""assistant"",""content"":""亲 我们是正品哦""},{""role"":""user"",""content"":""你不用跟我说是正品，你家就是假冒商品。""},{""role"":""user"",""content"":""货我肯定不能给你邮，不能让你再欺骗消费者。""},{""role"":""assistant"",""content"":""亲 我们是纯黄瓜籽粉哦""},{""role"":""user"",""content"":""你这么说，我还通过平台解决此事。""}]",亲 我们是纯正黄瓜籽粉的,🌹,18,"['问题：""可以被快递摔变形了，"", 答案：""这个平台已经处理了""', '问题：""申请平台处理"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""你们就拿平台说事儿"", 答案：""亲 这个不是我们补贴 是平台补贴""', '问题：""我这边看不见退货地址了，重新发我一下呗"", 答案：""亲这个平台已经介入退款成功了呢""', '问题：""那你们自己找人来提货啊"", 答案：""平台已经处理退款了哈""', '问题：""你告诉我一下，怎么联系平台客服啊？怎么联系平台客服啊？"", 答案：""亲 进入拼多多首页 有官方客服的选项""', '问题：""你们还是袋儿装，还不是罐儿装，还要9块9。我搁你家买货，怎么享受别的平台的"", 答案：""享受平台优惠了亲""', '问题：""<投诉问题>我不满意你们的解决方案，我要找平台投诉"", 答案：""尽量满足买家需求""']",,
发票好了吗,"[{""role"":""user"",""content"":""开发票""},{""role"":""assistant"",""content"":""亲，您好，可以开电子发票哦，您收到货确认收货之后 提供下邮箱，开据电子发票发送给您~""},{""role"":""user"",""content"":""发票信息:上海韵荟餐饮管理有限公司\n税号:91310113MA1GNRJ70T\n邮箱1733414860@qq.com""},{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""发票好了吗""}]",稍等,,18,"['问题：""开发票"", 答案：""亲，您好，可以开电子发票哦，您收到货确认收货之后 提供下邮箱，开据电子发票发送给您~""', '问题：""你好，发票啥时候开好"", 答案：""您看下邮箱亲""', '问题：""申请发票"", 答案：""亲 提供下邮箱""', '问题：""有收据吗"", 答案：""亲 需要开收据是吗""', '问题：""什么时候开发票啊"", 答案：""问下财务哈亲""', '问题：""好的需要开发票"", 答案：""亲 您收到后确认不退换的情况下 可以与我们联系 提供开票信息哦。""', '问题：""发票申请发票"", 答案：""亲，您好，可以开电子发票哦，提供下邮箱，开据电子发票发送给您~""', '问题：""发票申请发票"", 答案：""亲 提供下邮箱""']",,
