q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status,Unnamed: 0
拍错了,"[{""role"":""user"",""content"":""拍错了""}]",,"亲,拍错的话可以申请退款重拍哦~",23,"['问题：""拍错了能不能换一个"",答案：""申请退款重拍亲""','问题：""点错了从拍一下"",答案：""亲 可以申请退款哦""','问题：""拍错了,怎么退货"",答案：""直接退货即可""','问题：""我拍错了,麻烦退一下,哟在重新排"",答案：""您正常申请就可以哈亲,还未发货呢""','问题：""我的取件取消呀！"",答案：""亲可以重新拍下哈""']",,,226.0
下单的话几天能到,"[{""role"":""user"",""content"":""下单的话几天能到""}]",,"路上时效以快递为准,我们不敢保证快递路上时效哦","22, 23","['问题：""亲在吗几天到货"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""什么时候发货？大约几天能到我这里人工"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""你好下单了啥时候发货"",答案：""下单48小时内发货亲""','问题：""什么时候到货？"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""今天下单,今天能发货？"",答案：""下单48小时内发货亲""']",,,227.0
这肠衣粗不粗,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""这肠衣粗不粗""}]",,"亲,猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2厘米,具体的大小都是不保证的哦,因为每只猪的大小都是不一样的,都是天然小肠直接剥离的肠衣。","22, 23","['问题：""这个肠衣是粗还是细啊"",答案：""亲,猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2左右 羊肠衣口径比较小皮质比较薄,口感比较脆,猪肠衣口径比较大,皮质比较厚,一般切片吃。""','问题：""肠衣粗的"",答案：""猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2厘米。""','问题：""我拍的这个肠衣是粗的还是细的"",答案：""亲,猪肠衣口径3.8-4.0左右""','问题：""我的肠衣有粗有细"",答案：""亲亲咱这工具只是匹配咱这的肠衣哈""','问题：""请问肠衣是细肠还是粗肠…"",答案：""亲,我们的肠衣是天然猪小肠,猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2厘米。""']",,,228.0
什么时候发货几天能到,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""肠衣质量怎么样""},{""role"":""user"",""content"":""短不短""},{""role"":""assistant"",""content"":""没有长短的规格哦,都是天然猪小肠,没办法保证长短粗细哦亲""},{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""什么时候发货几天能到""}]",,"亲,下单48小时内发货哦。","22, 23","['问题：""什么时候发货？大约几天能到我这里人工"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""什么时候发货"",答案：""下单48小时内发货亲""','问题：""什么时候发货？能快点吗"",答案：""下单48小时内发货亲""','问题：""什么时候到货？"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""有点急  最快什么时候 发货？"",答案：""我催下亲亲 尽快安排""']",,,229.0
冷藏保鲜的意思是放在冰冻柜里面吗,"[{""role"":""user"",""content"":""这包肠衣开了多久没用会坏？""},{""role"":""assistant"",""content"":""冷藏保鲜一年左右的亲""},{""role"":""user"",""content"":""冷藏保鲜的意思是放在冰冻柜里面吗""}]",,保鲜层一般就可以哈,"22, 23","['问题：""冷藏保鲜的意思是放在冰冻柜里面吗"",答案：""保鲜层一般就可以哈,不要冷冻,冷冻后会断的""','问题：""暂时还不装,放冷冻还是保鲜"",答案：""冷藏保鲜的亲 ""','问题：""冷藏室还是保鲜室呢"",答案：""亲,这个商品需要冷藏保鲜,不是放在冷冻室哦。""','问题：""刚刚拿回来拆开看了一下,是放冰箱冷藏还是保鲜呢"",答案：""冷藏哦""','问题：""在不在？怎么储存肠衣"",答案：""亲 冷藏保存""']",,,230.0
这包肠衣开了多久没用会坏？,"[{""role"":""user"",""content"":""这包肠衣开了多久没用会坏？""}]",,冷藏保鲜一年左右的亲,"22, 23","['问题：""这包肠衣开了多久没用会坏？"",答案：""冷藏保鲜一年左右的亲""','问题：""这个肠衣今天没去吗会不会坏了？拿"",答案：""不会的哦亲,咱们肠衣发货前都是用盐腌制后发货的""','问题：""肠衣泡多长时间能装？"",答案：""使用自来水加上料酒泡30分钟-1小时,然后用手搓洗肠衣几下,然后换水,再搓洗,反复3-5遍就可以干净了,亲可以直接用哦。""','问题：""这个肠衣会破吗"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲。""','问题：""请问,打开袋的猪肠衣,没有用完,可以保存使用吗？如何保存?"",答案：""用水泡过的肠衣没用完可以用盐腌制起来 然后沥干水分 后食品袋包好放冰箱冷藏保鲜就可以了亲 没泡过的直接冷藏保鲜就可以。""']",,,231.0
肠衣会不会坏,"[{""role"":""user"",""content"":""在吗""},{""role"":""assistant"",""content"":""在的亲,很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""肠衣会不会坏""}]",,"亲,天然肠衣难免会有破损,但放心都是安全的哦。您可以在破损处打结。","22, 23","['问题：""这个肠衣会破吗"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲。""','问题：""这个肠衣今天没去吗会不会坏了？拿"",答案：""不会的哦亲,咱们肠衣发货前都是用盐腌制后发货的""','问题：""肠衣好多坏的"",答案：""亲,天然肠衣难免会有破损,但放心都是安全的哦。您可以在破损处打结""','问题：""肠衣怎么样"",答案：""亲,商品生产流程严格监督,发货前都有检查 您放心拍哈""','问题：""这包肠衣开了多久没用会坏？"",答案：""冷藏保鲜一年左右的亲""']",,,232.0
"回来一直放在那没放冰箱,还能用吗？","[{""role"":""user"",""content"":""在吗？""},{""role"":""assistant"",""content"":""亲,在的,有什么问题需要我帮忙吗？""},{""role"":""user"",""content"":""我年前买的没用,放在那以后还能用吗？""},{""role"":""assistant"",""content"":""冷藏保鲜一年左右的亲""},{""role"":""user"",""content"":""回来一直放在那没放冰箱,还能用吗？""}]",,"您好,亲,这款商品需要冷藏保鲜,如果一直放在那没放冰箱,可能会影响使用效果哦。",23,"['问题：""刚刚拿回来拆开看了一下,是放冰箱冷藏还是保鲜呢"",答案：""冷藏哦""','问题：""送过来四天了在快递点还能用吗"",答案：""可以的亲""','问题：""不放冰箱都没事的？"",答案：""亲几天应该没事的哈""','问题：""<物流问题>能储存多长时间？"",答案：""1年""','问题：""之前买的那个一直没用,现在能不能退啊"",答案：""咱家收到货七天无理由的""']",,,233.0
有人吗,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""有人吗""}]",,你好 在的亲,"22, 23","['问题：""你好在吗人呢"",答案：""你好 在的亲""','问题：""在吗老板"",答案：""在的亲""','问题：""在不在？？"",答案：""你好 在的亲""','问题：""这个吗"",答案：""是的亲""','问题：""这个还有吗"",答案：""能下单就是有的哈不能下单就是没有了哦""']",,,234.0
哪里发货啊,"[{""role"":""user"",""content"":""哪里发货啊""}]",,"亲,我们发货地在山东枣庄哦。","22, 23","['问题：""哪里发货"",答案：""很高兴为您服务,请问有什么可以帮您？""','问题：""哪里发货？"",答案：""山东枣庄发货的亲""','问题：""哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""','问题：""什么时候发货？哪里发货"",答案：""亲,下单48小时内发货哦。""','问题：""哪里发货从哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""']",,,235.0
评价有红包吗,"[{""role"":""user"",""content"":""评价有红包吗""}]",,"亲,如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦。",23,"['问题：""评价有红包吗"",答案：""亲,如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦。""','问题：""<基础问题>有好评返现吗？"",答案：""没有""','问题：""点评给5角"",答案：""亲,本店都是薄利多销,没啥利润的,如果您签收以后还满意的话,麻烦给个五星好评鼓励一下哦。如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦""','问题：""返现吗"",答案：""亲,本店都是薄利多销,没啥利润的,如果您签收以后还满意的话,麻烦给个五星好评鼓励一下哦。如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦""','问题：""<基础问题>多买有优惠吗？"",答案：""有优惠""']",,,236.0
"我已拼单成功,能尽快帮我发货吗？还请注意这笔订单拼了3件哦！","[{""role"":""user"",""content"":""我已拼单成功,能尽快帮我发货吗？还请注意这笔订单拼了3件哦！""}]",,下单48小时内发货亲,23,"['问题：""我已拼单成功,能尽快帮我发货吗？亲请尽快安排发货"",答案：""亲亲,我们会尽快为您发货,谢谢您的耐心等待。""','问题：""我已拼单成功,能尽快帮我发货吗？"",答案：""亲亲,正常48小时内发货呢""','问题：""好吧加急加急加急！安排发货吧我已找拼多多催促发货,请尽快帮我发货"",答案：""亲,我们会尽快为您安排发货的哦[玫瑰]""','问题：""又下单了,能给一起发货吗"",答案：""亲 具体看仓库发货""','问题：""我什么时候能收到我购买的商品？"",答案：""亲您下单后我们会尽快发货的哦[玫瑰]""']",,,237.0
三十斤的能有几包,"[{""role"":""user"",""content"":""怎么是这种包装""},{""role"":""assistant"",""content"":""亲 具体的包装以您收到为准 图片只是参考""},{""role"":""user"",""content"":""三十斤的能有几包""}]",,亲 有5斤 10斤两种包装 随机发的哦,"22, 23","['问题：""三十斤的能有几包"",答案：""亲 有5斤 10斤两种包装 随机发的哦""','问题：""30斤的是几包？"",答案：""正常是十斤一包""','问题：""一包能灌几斤"",答案：""猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉 10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""5.29一包的是灌多少斤的？"",答案：""五斤的亲""','问题：""30斤的包装是一袋装的吗"",答案：""亲,30斤的包装是3袋装的哦。""']",,,238.0
在人工这个肠衣是几路的,"[{""role"":""user"",""content"":""在人工""},{""role"":""user"",""content"":""在人工这个肠衣是几路的""}]",,"亲,这个肠衣是8路的哦~","22, 23","['问题：""肠衣是几路的"",答案：""8路""','问题：""肠衣几路的？"",答案：""八路的""','问题：""肠衣是几路的能做风干肠吗"",答案：""八路的 蒸煮煎炸,还是风干,根据您个人哦亲""','问题：""肠衣有几包？"",答案：""亲 您收到几包""','问题：""这个肠衣有匀条点的吗"",答案：""没有长短的规格哦,都是天然猪小肠,没办法保证长短粗细哦""']",,,239.0
这种肠衣可以灌淀粉肠吗,"[{""role"":""user"",""content"":""在吗""},{""role"":""assistant"",""content"":""你好 在的亲""},{""role"":""user"",""content"":""这种肠衣可以灌淀粉肠吗""}]",,可以的,"22, 23","['问题：""这种肠衣是不是灌什么肠都以淀粉肠可以吗"",答案：""香肠哈亲""','问题：""肠衣可以做淀粉肠吗"",答案：""亲 可以""','问题：""能灌淀粉肠吗"",答案：""亲,肠衣主要是用来灌制香肠的哈。""','问题：""这个肠衣能灌红肠吗"",答案：""亲,这款肠衣可以用来灌红肠哦。它是天然肠衣""','问题：""这个肠衣可以灌蒜肠嘛"",答案：""亲,这款肠衣适合灌制蒜肠哦,口感很好呢。""']",,,240.0
能放一年？,"[{""role"":""user"",""content"":""这个肠衣能冻吗？""},{""role"":""assistant"",""content"":""亲,不建议冷冻哦,冷藏保鲜一年左右的亲。""},{""role"":""user"",""content"":""能放一年？""}]",,"亲,这款肠衣的储存条件是冷藏保鲜哦,一般可以保存一年左右呢。","22, 23","['问题：""好的保质期是一年吗？"",答案：""对的""','问题：""上面不是写三年吗那我现在买的可以放到明年是吗"",答案：""亲 建议一年用完哦""','问题：""亲,这个好放吗？能放多长时间"",答案：""亲,这款肠衣的储存条件是冷藏保鲜哦,一般可以保存一年左右呢""','问题：""<运营问题>保质期多久？"",答案：""1年""','问题：""<物流问题>能储存多长时间？"",答案：""1年""']",,,241.0
这个肠衣能冻吗？,"[{""role"":""user"",""content"":""这个肠衣能冻吗？""}]",,"亲,不建议冷冻哦,冷藏保鲜一年左右的亲。","22, 23","['问题：""肠衣可以冷冻保存吗"",答案：""不建议亲,冷冻后拿出来肠衣容易断哦  放冷藏保鲜一年左右的亲""','问题：""肠衣能放冰箱冷冻不哦"",答案：""嗯嗯""','问题：""这肠子要放冷冻吗这肠衣要放冷冻吗"",答案：""冷藏保鲜一年左右的亲""','问题：""这个肠衣能吃吗"",答案：""亲,可以食用的""','问题：""好,冷冻了是不是就不能用了肠衣"",答案：""冷冻以后容易断,建议保鲜冷藏""']",,,242.0
有运费险吗,"[{""role"":""user"",""content"":""有运费险吗""}]",,有的呢亲亲,23,"['问题：""<物流问题>有运费险吗？"",答案：""有""','问题：""<退换问题>退换货邮费谁承担"",答案：""有运费险""','问题：""<基础问题>运费险怎么理赔？"",答案：""审核通过,自动理赔""','问题：""运费谁掏？"",答案：""包邮退的哈""','问题：""这个运费咋处理的"",答案：""咱们是退货包运费的""']",,,243.0
从哪里发货,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""从哪里发货""}]",,"亲,我们是山东枣庄发货。","22, 23","['问题：""哪里发货"",答案：""很高兴为您服务,请问有什么可以帮您？""','问题：""哪里发货？"",答案：""山东枣庄发货的亲""','问题：""哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""','问题：""哪里发货从哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""','问题：""你们是哪里发货出来"",答案：""山东枣庄发货的亲""']",,,244.0
有没有灌肠的视频发下,"[{""role"":""user"",""content"":""有没有灌肠的视频发下""}]",,亲 有视频教程 参考下哦,"22, 23","['问题：""有没有灌肠的视频发下"",答案：""亲 参考下哦""','问题：""这个有没有灌肠的神器"",答案：""全套工具包括灌肠器,漏斗,手套,棉线,牙签,教程。""','问题：""这是教你怎么灌肠"",答案：""亲暂时没有别的教程哈""','问题：""能给我点灌肠配方吗"",答案：""亲这边没有哦""','问题：""现在还适合灌肠吗"",答案：""根据自己需求哈亲应该是可以的""']",,,245.0
一小袋是能灌多少斤肉的,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""一小袋是能灌多少斤肉的""}]",,"亲,一小袋猪肠衣能灌大约4斤肉哦~","22, 23","['问题：""一袋灌多少斤肉"",答案：""猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉 10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""这个能灌多少斤肉"",答案：""猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉 10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""这个能灌几斤肉"",答案：""8斤左右""','问题：""一袋能灌几斤"",答案：""亲,猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉,10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""一袋料几斤肉啊"",答案：""肠衣调料使用方法：1包调料 5斤肉左右,放2两白酒,2两味极鲜,根据自己口味适当放点盐,这种调配出来比较香。""']",,,246.0
"好的,谢谢！","[{""role"":""user"",""content"":""亲,猪场衣如何清洗""},{""role"":""assistant"",""content"":""亲,冲洗就可以的亲。用自来水加上料酒泡30分钟-1小时,然后用手搓洗肠衣几下,然后换水,再搓洗,反复3-5遍就可以干净了,亲可以直接用。""},{""role"":""user"",""content"":""好的,谢谢！""}]",,客气了,23,"['问题：""好的,谢谢好的"",答案：""客气了亲""','问题：""哦哦好的谢谢"",答案：""好的,谢谢您的支持哦~""','问题：""收到,谢谢你！"",答案：""不客气""','问题：""我买过了挺好"",答案：""好的 亲 感谢支持""','问题：""好的  味道还行  昨天尝了一根"",答案：""感谢支持""']",,,247.0
"亲,猪场衣如何清洗","[{""role"":""user"",""content"":""亲,猪场衣如何清洗""}]",,"亲,冲洗就可以的亲。",23,"['问题：""里面不用清洗吗"",答案：""冲洗就可以的亲""','问题：""清洗漏了几条"",答案：""亲 拍照看下哦""','问题：""对啊,我拍的是猪场衣,你给我发的是猪场衣,口径是3.8到4.0那为什么两个不一样呢？"",答案：""亲,猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2左右""','问题：""快递包装都烂了呢"",答案：""亲里面有破损吗""']",,,248.0
这肠衣是可食用的吗,"[{""role"":""user"",""content"":""这肠衣是可食用的吗""}]",,"亲,这肠衣是可以食用的",23,"['问题：""<食用方式>肠胃不好可以食用吗？"",答案：""可以""','问题：""<食用方式>儿童可以食用吗？"",答案：""可以""','问题：""<食用方式>哺乳期可以食用吗？"",答案：""可以""','问题：""<食用方式>食用完会不会容易胀气或腹泻？"",答案：""不会""','问题：""<食用方式>是开袋即食吗？"",答案：""不是""']",,,249.0
羊肠衣用猪肠器灌可以吗,"[{""role"":""user"",""content"":""羊肠衣用猪肠器灌可以吗""}]",,不能哦 亲,"22, 23","['问题：""羊肠衣用猪肠器灌可以吗"",答案：""亲,灌肠器都是通用的,不同的是灌肠器的漏斗,羊肠衣漏斗小,猪肠衣漏斗大。""','问题：""用猪肠衣灌羊肉可以吗？"",答案：""肉馅一般都可以哈""','问题：""这个灌肠工具可以灌羊肠衣吗"",答案：""不可以哈""','问题：""这个肠衣可以灌蒜肠嘛"",答案：""亲,这款肠衣适合灌制蒜肠哦,口感很好呢。""','问题：""肠衣能用那种大号灌肠器吗"",答案：""亲,肠衣和灌肠器是配套使用的哦,""']",,,250.0
用肉馅还是肉块啊,"[{""role"":""user"",""content"":""不用冷冻室""},{""role"":""user"",""content"":""风干后""},{""role"":""user"",""content"":""冷冻""},{""role"":""user"",""content"":""？""},{""role"":""assistant"",""content"":""亲,风干后可以直接食用,也可以冷冻保存哦。""},{""role"":""user"",""content"":""嗯""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""用肉馅还是肉块啊""}]",,"亲,用肉馅还是肉块都可以哦 肉块也不要切太大",23,"['问题：""用肉馅还是肉块啊"",答案：""亲,用肉馅还是肉块都可以哦 肉块也不要切太大""','问题：""不知会不会大快"",答案：""建议肉馅哈""','问题：""教程中包括肉馅的配制吗"",答案：""亲 没有哦""','问题：""一包十斤肉够吗"",答案：""有灌5斤 10斤包装 随机发""','问题：""现在肉还在这里,带来太多烦恼"",答案：""弄肉沫,亲""']",,,251.0
很多出破损,"[{""role"":""user"",""content"":""你好""},{""role"":""user"",""content"":""肠衣很多破了的""},{""role"":""assistant"",""content"":""亲,天然肠衣难免会有破损,但放心都是安全的哦。您可以在破损处打结使用,不影响正常使用哦。""},{""role"":""user"",""content"":""很多出破损""}]",,"天然猪小肠衣,本身就有透气性,而且是人工从猪小肠子上剥离的,在剥离的过程中,难免会有破损的,可以在破损处打结。","22, 23","['问题：""这次刚用2根,上面就很多破了的多出破损"",答案：""确实抱歉给您带来不便了哈。给您补1元可以吗亲""','问题：""坏的多不多破的"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲。""','问题：""破的比较多这次都是小孔"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲。""','问题：""好多烂的破洞"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲。""','问题：""好多都破了,刚才看了一袋几乎没根都有破的地方"",答案：""拍照这边看下亲""']",,,252.0
你好肠衣很多破了的,"[{""role"":""user"",""content"":""你好""},{""role"":""assistant"",""content"":""您好,我是客服小A,有什么可以帮您的吗？""},{""role"":""user"",""content"":""请问快递包装是什么样的""},{""role"":""assistant"",""content"":""亲这个不清楚哈仓库那边发货的""},{""role"":""user"",""content"":""你好""},{""role"":""user"",""content"":""你好肠衣很多破了的""}]",,"亲,天然肠衣难免会有破损,但放心都是安全的哦。您可以在破损处打结使用,不影响正常使用哦。","22, 23","['问题：""谢谢,就是肠衣有好多破洞的"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲,可以在破损处打结哦。天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲""','问题：""肠衣好多破的而且很容易破"",答案：""亲 拍照看下哦""','问题：""你好,请问你家的肠衣大多吗"",答案：""猪肠衣口径3.8-4.0左右,羊肠衣口径1.8-2.2。""','问题：""肠衣都烂了,有嘞还味道重"",答案：""您拍照咱看下""','问题：""你给我发的肠衣老多破洞的！！服了"",答案：""天然肠衣,不敢保证没有孔,因为是人工从猪肠子上剥离的,在剥离的过程中,难免会有破损的亲。""']",,,253.0
什么日期的？,"[{""role"":""user"",""content"":""什么日期的？""}]",,"亲,我们的产品都是新日期的呀","22, 23","['问题：""什么日期的？"",答案：""亲,我们的产品都是新日期的呀""','问题：""生产日期"",答案：""见包装袋""','问题：""啥时候发"",答案：""下单48小时内发货亲""','问题：""什么时候到"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""这款猪肠衣是什么时候生产的？"",答案：""都是新日期""']",,,254.0
这个个有比例吗,"[{""role"":""user"",""content"":""这个个有比例吗""}]",,"亲,这个布丁粉的比例可以根据个人口味进行调整,一般建议是1:6的比例,但是也可以根据自己的喜好进行调整哦。","15, 18","['问题：""这个个有比例吗"",答案：""亲,这个布丁粉的比例可以根据个人口味进行调整,一般建议是1:6的比例,但是也可以根据自己的喜好进行调整哦。""','问题：""这个比例多少啊"",答案：""1:6的""','问题：""比例多少"",答案：""1:6的亲""','问题：""比例是多少的"",答案：""1:6的""','问题：""比例是多少"",答案：""1:6""']",,,255.0
"我下单了,忘了备注","[{""role"":""user"",""content"":""你好""},{""role"":""user"",""content"":""我要香芋和芒果味""},{""role"":""user"",""content"":""我下单了,忘了备注""}]",,好的亲。已备注哈,"18, 15","['问题：""你好刚下的单,没有备注你好,"",答案：""什么口味亲""','问题：""己下单了请帮备注"",答案：""好的亲,已备注哦~""','问题：""已经下单麻烦帮我备注"",答案：""已备注亲""','问题：""已经下单麻烦帮我备注"",答案：""亲,已备注芒果和草莓各一斤哦~""','问题：""下单了记得备注"",答案：""亲,已备注哦~""']",,,256.0
"回来一直放在那没放冰箱,还能用吗？","[{""role"":""user"",""content"":""在吗？""},{""role"":""assistant"",""content"":""亲,在的,有什么问题需要我帮忙吗？""},{""role"":""user"",""content"":""我年前买的没用,放在那以后还能用吗？""},{""role"":""assistant"",""content"":""冷藏保鲜一年左右的亲""},{""role"":""user"",""content"":""回来一直放在那没放冰箱,还能用吗？""}]",,"您好,亲,这款商品需要冷藏保鲜,如果一直放在那没放冰箱,可能会影响使用效果哦。",23,"['问题：""刚刚拿回来拆开看了一下,是放冰箱冷藏还是保鲜呢"",答案：""冷藏哦""','问题：""送过来四天了在快递点还能用吗"",答案：""可以的亲""','问题：""不放冰箱都没事的？"",答案：""亲几天应该没事的哈""','问题：""<物流问题>能储存多长时间？"",答案：""1年""','问题：""之前买的那个一直没用,现在能不能退啊"",答案：""咱家收到货七天无理由的""']",,,257.0
在吗？,"[{""role"":""user"",""content"":""在吗？""}]",,"亲,在的,有什么问题需要我帮忙吗？",23,"['问题：""在不在？？"",答案：""你好 在的亲""','问题：""找了没有"",答案：""抱歉亲 这边给您补偿1元棉线钱 可以用下家里的线""','问题：""这个还有吗"",答案：""能下单就是有的哈不能下单就是没有了哦""','问题：""亲在吗几天到货"",答案：""路上时效以快递为准,我们不敢保证快递路上时效哦""','问题：""<基础问题>购物车显示满减为什么和下单页不一致"",答案：""没有""']",,,258.0
有人吗,"[{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""有人吗""}]",,你好 在的亲,"22,23","['问题：""你好在吗人呢"",答案：""你好 在的亲""','问题：""在吗老板"",答案：""在的亲""','问题：""在不在？？"",答案：""你好 在的亲""','问题：""这个吗"",答案：""是的亲""','问题：""这个还有吗"",答案：""能下单就是有的哈不能下单就是没有了哦""']",,,259.0
哪里发货啊,"[{""role"":""user"",""content"":""哪里发货啊""}]",,"亲,我们发货地在山东枣庄哦。","22,23","['问题：""哪里发货"",答案：""很高兴为您服务,请问有什么可以帮您？""','问题：""哪里发货？"",答案：""山东枣庄发货的亲""','问题：""哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""','问题：""什么时候发货？哪里发货"",答案：""亲,下单48小时内发货哦。""','问题：""哪里发货从哪里发货？"",答案：""亲,我们是在山东枣庄发货的哦~""']",,,260.0
评价有红包吗,"[{""role"":""user"",""content"":""评价有红包吗""}]",,"亲,如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦。",23,"['问题：""评价有红包吗"",答案：""亲,如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦。""','问题：""<基础问题>有好评返现吗？"",答案：""没有""','问题：""点评给5角"",答案：""亲,本店都是薄利多销,没啥利润的,如果您签收以后还满意的话,麻烦给个五星好评鼓励一下哦。如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦""','问题：""返现吗"",答案：""亲,本店都是薄利多销,没啥利润的,如果您签收以后还满意的话,麻烦给个五星好评鼓励一下哦。如果说看到有评价有礼活动,那可能是官方活动,不是本店活动,可以按照步骤要求提交试一下哦""','问题：""<基础问题>多买有优惠吗？"",答案：""有优惠""']",,,261.0
"我已拼单成功,能尽快帮我发货吗？还请注意这笔订单拼了3件哦！","[{""role"":""user"",""content"":""我已拼单成功,能尽快帮我发货吗？还请注意这笔订单拼了3件哦！""}]",,下单48小时内发货亲,23,"['问题：""我已拼单成功,能尽快帮我发货吗？亲请尽快安排发货"",答案：""亲亲,我们会尽快为您发货,谢谢您的耐心等待。""','问题：""我已拼单成功,能尽快帮我发货吗？"",答案：""亲亲,正常48小时内发货呢""','问题：""好吧加急加急加急！安排发货吧我已找拼多多催促发货,请尽快帮我发货"",答案：""亲,我们会尽快为您安排发货的哦[玫瑰]""','问题：""又下单了,能给一起发货吗"",答案：""亲 具体看仓库发货""','问题：""我什么时候能收到我购买的商品？"",答案：""亲您下单后我们会尽快发货的哦[玫瑰]""']",,,262.0
三十斤的能有几包,"[{""role"":""user"",""content"":""怎么是这种包装""},{""role"":""assistant"",""content"":""亲 具体的包装以您收到为准 图片只是参考""},{""role"":""user"",""content"":""三十斤的能有几包""}]",,亲 有5斤 10斤两种包装 随机发的哦,"22,23","['问题：""三十斤的能有几包"",答案：""亲 有5斤 10斤两种包装 随机发的哦""','问题：""30斤的是几包？"",答案：""正常是十斤一包""','问题：""一包能灌几斤"",答案：""猪肠衣五斤一包4-5米左右,口径3.8-4.0左右,灌大约4斤肉 10斤一包8-10米左右,口径3.8-4.0左右,灌大约8-10斤肉。""','问题：""5.29一包的是灌多少斤的？"",答案：""五斤的亲""','问题：""30斤的包装是一袋装的吗"",答案：""亲,30斤的包装是3袋装的哦。""']",,,263.0
在人工这个肠衣是几路的,"[{""role"":""user"",""content"":""在人工""},{""role"":""user"",""content"":""在人工这个肠衣是几路的""}]",,"亲,这个肠衣是8路的哦~","22,23","['问题：""肠衣是几路的"",答案：""8路""','问题：""肠衣几路的？"",答案：""八路的""','问题：""肠衣是几路的能做风干肠吗"",答案：""八路的 蒸煮煎炸,还是风干,根据您个人哦亲""','问题：""肠衣有几包？"",答案：""亲 您收到几包""','问题：""这个肠衣有匀条点的吗"",答案：""没有长短的规格哦,都是天然猪小肠,没办法保证长短粗细哦""']",,,264.0
