q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
退款,"[{""role"":""user"",""content"":""退款""},{""role"":""assistant"",""content"":""货物退回售后核实以后会尽快处理的哈""},{""role"":""user"",""content"":""退款""}]",亲，可以申请退货退款哦~,,18,"['问题：""退款"", 答案：""亲 可以申请退货退款哦""', '问题：""退款"", 答案：""亲，申请退款回有专人处理哈""', '问题：""退款"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""退款"", 答案：""亲，后续会有专员处理哈""', '问题：""退款"", 答案：""亲 会有专人处理哦""', '问题：""退货退款"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""退货退款"", 答案：""亲 可以申请退货退款哦""', '问题：""申请退款"", 答案：""您拒收就可以哈这边联系退回了售后核实以后会处理的""']",,
然后呢,"[{""role"":""user"",""content"":""怎么吃""},{""role"":""assistant"",""content"":""亲，热水冲泡即可哦~""},{""role"":""user"",""content"":""然后呢""}]",亲调整一下火候或者没用水煮就多搅拌下哦,,"18,10","['问题：""人呢"", 答案：""亲 实在是抱歉呢 这边给您申请1元的补偿可以吗""', '问题：""所以呢？"", 答案：""调整一下火候试下哈 或者没用水煮就多搅拌下哦""', '问题：""没有标签"", 答案：""亲看下后面呢""', '问题：""马上"", 答案：""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。""', '问题：""哦，"", 答案：""🌹""', '问题：""那"", 答案：""嗯嗯""', '问题：""啊"", 答案：""亲，一罐350g哦""', '问题：""？人呢"", 答案：""稍等亲这边帮您问下哦""', '问题：""好嘛"", 答案：""🌹""', '问题：""啊？"", 答案：""🌹""']",,
怎么吃,"[{""role"":""user"",""content"":""怎么吃""}]",亲，热水冲泡即可哦~,亲，热水冲泡即可哦~,"18,10","['问题：""怎么吃"", 答案：""冲泡即食的亲""', '问题：""怎么吃"", 答案：""热水冲泡即可""', '问题：""怎么吃？"", 答案：""亲。冲泡即食的""', '问题：""怎么食用"", 答案：""亲亲，直开水冲泡哦~""', '问题：""怎麼吃法"", 答案：""100度沸水冲泡 从内到外搅拌至均匀即可""', '问题：""怎么吃怎么吃"", 答案：""亲，热水冲泡即可哦~""', '问题：""怎么吃怎么吃"", 答案：""即食 开水冲泡 都可以的亲""', '问题：""怎么煮"", 答案：""亲 可以用开水直接冲泡哦""', '问题：""怎么煮"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""怎么煮"", 答案：""亲，参考下哈""']",,
需要草莓，芒果,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""亲""},{""role"":""assistant"",""content"":""在的亲""},{""role"":""user"",""content"":""需要草莓，芒果""}]",亲 拍下随意搭配的选项后 与我们联系给您备注,亲 已备注,18,"['问题：""要芒果跟草莓"", 答案：""亲 已备注""', '问题：""草莓，芒果"", 答案：""亲 已备注""', '问题：""要芒果搭草莓"", 答案：""拍随意搭配那个选项哈""', '问题：""芒果，草莓谢谢"", 答案：""亲 已备注""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""', '问题：""要芒果，草莓的下单了"", 答案：""亲，已帮您备注，我们会尽快为您发货哦~""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""芒果和草莓。"", 答案：""亲 已备注""']",,
亲,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""亲""}]",在的亲,在的亲,18,"['问题：""好吧，谢谢，那我在看一下别的"", 答案：""好的 亲""', '问题：""你这要是好，我会长期回购"", 答案：""好的 亲""', '问题：""己评价"", 答案：""好的亲""', '问题：""目前还是没有任何联系"", 答案：""好的 亲""', '问题：""咋没有发货啊知道了"", 答案：""好的亲""', '问题：""在吗亲好评返现吗"", 答案：""好的亲""', '问题：""是3罐啊"", 答案：""好的亲""', '问题：""3罐3斤以下单"", 答案：""好的亲""']",,
请尽快安排发货哦,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你好，""},{""role"":""assistant"",""content"":""你好 在的亲""},{""role"":""user"",""content"":""我下单了买2斤送2斤，一共4斤对吗""},{""role"":""assistant"",""content"":""是的，亲，一共4斤哦。""},{""role"":""user"",""content"":""我要芒果，草莓，香芋，牛奶，这四种口味的，请帮我备注一下，不要发错了""},{""role"":""assistant"",""content"":""亲，已备注哦~""},{""role"":""user"",""content"":""如果品质好的话，以后都来你家买了""},{""role"":""assistant"",""content"":""亲，品质有保证哦""},{""role"":""user"",""content"":""请尽快安排发货哦""}]",亲亲，已备注哦，会尽快安排发货的哈~,亲亲，会尽快安排发货的哈~,18,"['问题：""好的尽快安排发货哦"", 答案：""下单48小时内发货亲""', '问题：""加急加急哦"", 答案：""好的亲，会尽快安排发货哈""', '问题：""尽快吧亲[谢谢][买买买][给你五星好评]"", 答案：""好的亲，我会尽快安排发货哦~""', '问题：""已下单，加急发货60"", 答案：""亲，我们会尽快安排发货哦~""', '问题：""在吗   麻烦你尽快安排给我发货"", 答案：""下单48小时内发货亲""', '问题：""好尽快发货"", 答案：""好的 亲""', '问题：""我已拼单成功，能尽快帮我发货吗？尽快安排发货吧"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""好的尽快发货"", 答案：""亲亲，正常48小时内发货呢""']",,
如果品质好的话，以后都来你家买了,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你好，""},{""role"":""assistant"",""content"":""你好 在的亲""},{""role"":""user"",""content"":""我下单了买2斤送2斤，一共4斤对吗""},{""role"":""assistant"",""content"":""是的，亲，一共4斤哦。""},{""role"":""user"",""content"":""我要芒果，草莓，香芋，牛奶，这四种口味的，请帮我备注一下，不要发错了""},{""role"":""assistant"",""content"":""亲，已备注哦~""},{""role"":""user"",""content"":""如果品质好的话，以后都来你家买了""}]",亲，品质有保证哦,亲，品质有保证哦,18,"['问题：""谢谢！好的话以后都在你家买谢谢"", 答案：""好的 亲""', '问题：""之前都是在你家买的非常好吃"", 答案：""亲，我们家的商品质量有保证，您可以放心购买哦。""', '问题：""家里没有货了发快点，以后都在你家买"", 答案：""亲亲，我们会尽快为您发货的。""', '问题：""三个是你家买的"", 答案：""亲您看下退款记录哦""', '问题：""这次买的很假，很粗的，全部是皮壳！[捂脸]"", 答案：""咱家质量有保证的哈""', '问题：""味道可以，以后就你家了[笑哭]"", 答案：""亲 感谢支持""', '问题：""你好，吃了肚子账，有点恶心怎么回事"", 答案：""咱家保证质量的哈""', '问题：""不好喝了怎么办。"", 答案：""咱家保证质量的哈""']",,
我要芒果，草莓，香芋，牛奶，这四种口味的，请帮我备注一下，不要发错了,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你好，""},{""role"":""assistant"",""content"":""你好 在的亲""},{""role"":""user"",""content"":""我下单了买2斤送2斤，一共4斤对吗""},{""role"":""assistant"",""content"":""是的，亲，一共4斤哦。""},{""role"":""user"",""content"":""我要芒果，草莓，香芋，牛奶，这四种口味的，请帮我备注一下，不要发错了""}]",亲，已备注哦~,亲，已备注哦~,18,"['问题：""要芒果草莓牛奶香芋口味各一袋备注一下哦"", 答案：""已备注""', '问题：""香芋  牛奶  草莓  芒果亲  帮我备注一下   谢谢"", 答案：""亲，已备注哦~""', '问题：""香芋，草莓，芒果，鸡蛋这四个口味麻烦备注一下"", 答案：""亲，已备注哦~""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""', '问题：""给我发，草莓，芒果，抹茶，香芋口味，谢谢发四个不同口味，谢谢"", 答案：""已备注""', '问题：""我要芒果，抹茶，草莓和香芋四个口味各1斤，谢谢"", 答案：""已备注""', '问题：""备注芒果味+草莓味+香芋味+牛奶味"", 答案：""亲，已备注""', '问题：""忘记备注要芒果味和香芋味道的"", 答案：""好的亲 备注了""']",,
我下单了买2斤送2斤，一共4斤对吗,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你好，""},{""role"":""assistant"",""content"":""你好 在的亲""},{""role"":""user"",""content"":""我下单了买2斤送2斤，一共4斤对吗""}]",是的，亲，一共4斤哦。,是的，亲，一共4斤哦。,18,"['问题：""下单了四斤"", 答案：""亲，下单后48小时内会发货哦，具体发货时间以物流信息为准哈。""', '问题：""就是这个共两斤买一送一，是不是我买了两斤送一斤。"", 答案：""如果你拍2份就是四斤""', '问题：""我下的订单是买二送二，4斤的，你怎么只给我发了一斤"", 答案：""亲。这边核实下仓库发出哈""', '问题：""核实好了吗对共只有6斤我买了8斤"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""好的  我的订单是两斤吗"", 答案：""1斤哈""', '问题：""你好帮我退了要买四斤送四斤对吗"", 答案：""这个也可以帮您备注口味哈""', '问题：""拍了 2 斤，是送 2 斤吗？可以随意搭配吗？"", 答案：""可以备注4种口味哦""', '问题：""是不是买两斤送两斤"", 答案：""是的 一共4斤""']",,
你好，,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你好，""}]",你好 在的亲,你好 在的亲,18,"['问题：""你好，"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""你好"", 答案：""很高兴为您服务，请问有什么可以帮您？""']",,
请问送摇摇杯吗。,"[{""role"":""user"",""content"":""请问送摇摇杯吗。""}]",看选项哦亲，选项上面有写的就送，没有写的就不送哦,亲 我们没有哦,"18,9","['问题：""送摇摇杯吗"", 答案：""不送哦""', '问题：""送摇摇杯吗"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""赠送摇摇杯吗"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""赠送摇杯吗"", 答案：""亲亲，不赠送的哦~""', '问题：""送胖胖杯吗？"", 答案：""不送的亲""', '问题：""送杯子，勺子吗？？？？？？？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""有没有摇摇杯"", 答案：""亲 没有的哦""', '问题：""下单了有杯子送不"", 答案：""您的订单有的""', '问题：""送勺子吗？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""送摇摇杯吗？送个摇摇杯给我呗我常年喝这个，我以后可以在你家回购"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦~""']",,
你好，为什么我都退款了，还送来了[囧],"[{""role"":""user"",""content"":""你好，为什么我都退款了，还送来了""},{""role"":""user"",""content"":""[囧]""},{""role"":""user"",""content"":""你好，为什么我都退款了，还送来了[囧]""}]",,亲 您可以用到吗,18,"['问题：""为什么，我货也退了，为什么不把钱退给我呢？"", 答案：""亲售后核实以后会处理的哈""', '问题：""为什么货望回走了？样我退款？"", 答案：""亲 这边会联系快递核实 如果您不想等待 可以申请退款""', '问题：""我订的货已收到并已付款怎么又发来了"", 答案：""这边只看到您一个订单哈""', '问题：""我要退款，怎么还是发物流信息来"", 答案：""我们已经联系快递拦截了""', '问题：""退回去的东西你们收了，怎么还收我钱"", 答案：""可以重新申请下""', '问题：""为什么退回了"", 答案：""亲 北京由于开会的原因 暂时无法发出""', '问题：""我现在就在这里拿快递这么简单的事！"", 答案：""什么问题呢退款了就收不到呢""', '问题：""明天在不给送，申请退款了"", 答案：""这边帮您催促了""']",,
你好，为什么我都退款了，还送来了,"[{""role"":""user"",""content"":""你好，为什么我都退款了，还送来了""}]",亲 您退的货还没有返回去,,18,"['问题：""为什么，我货也退了，为什么不把钱退给我呢？"", 答案：""亲售后核实以后会处理的哈""', '问题：""为什么货望回走了？样我退款？"", 答案：""亲 这边会联系快递核实 如果您不想等待 可以申请退款""', '问题：""我订的货已收到并已付款怎么又发来了"", 答案：""这边只看到您一个订单哈""', '问题：""我要退款，怎么还是发物流信息来"", 答案：""我们已经联系快递拦截了""', '问题：""退回去的东西你们收了，怎么还收我钱"", 答案：""可以重新申请下""', '问题：""为什么退回了"", 答案：""亲 北京由于开会的原因 暂时无法发出""', '问题：""我现在就在这里拿快递这么简单的事！"", 答案：""什么问题呢退款了就收不到呢""', '问题：""明天在不给送，申请退款了"", 答案：""这边帮您催促了""']",,
500克的粉放多少水,"[{""role"":""user"",""content"":""500克的粉放多少水""}]",亲 您收到几袋,,18,"['问题：""多少粉放多少水"", 答案：""亲没有固定要求哦根据自己实际情况进行调整哈""', '问题：""水和粉都600克吗"", 答案：""亲 水是600g 100g粉""', '问题：""500克用3000克水吗"", 答案：""亲亲，是的哈""', '问题：""比例多少10克粉600毫升水？"", 答案：""100g粉 600g水""', '问题：""称重了啊"", 答案：""100g粉600g水是吧""', '问题：""水要放多少"", 答案：""亲 建议比例是1：6 100g""', '问题：""100克的粉放600毫升的水？不对吗"", 答案：""亲，如果比例不合适，可以调整一下试试哦""']",,
我把另一包退货给你吧，有一包开了试了味道，一点都不好吃,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""为什么这双皮奶弄起来跟果冻一样的""},{""role"":""assistant"",""content"":""亲调整一下比例试下哦""},{""role"":""user"",""content"":""一点双皮奶味道都没有，跟布丁果冻味道差不多""},{""role"":""user"",""content"":""今晚是按比例试的""},{""role"":""assistant"",""content"":""比例是称重的吗""},{""role"":""user"",""content"":""我把另一包退货给你吧，有一包开了试了味道，一点都不好吃""}]",亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。,亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。,18,"['问题：""我买了2包，试了一下味道太甜了我想退一包"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""你好，你这是两包，我想退一包，有点腥吃不了这个味"", 答案：""亲，您申请退货退款 金修改成一袋的金额 商品寄回有专人处理的哈。""', '问题：""一点都不好吃，而且还有一种味能退货吗？"", 答案：""未拆封可以退回哦""', '问题：""还是退款吧刚打开了味道不行"", 答案：""亲，可以的，您可以直接申请退货退款哦~""', '问题：""口感不好，不喜欢可以退货退款"", 答案：""您好，售后退换货需要商品包装完整，不影响二次销售哦~""', '问题：""你好我打开了一包品尝了还可以退吗"", 答案：""亲 可以退未拆封的哈""', '问题：""我买了你们这个货回来打开冲了一看什么味啊，一股爆米面的味，我要退货。"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""我知道了太不好吃，我买过一次也是这个我昨天领回来，是跟我亲戚买她们说不好吃我也觉得不好吃，所以她们说要退货我也没办法谢谢你"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""']",,
一点双皮奶味道都没有，跟布丁果冻味道差不多今晚是按比例试的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""为什么这双皮奶弄起来跟果冻一样的""},{""role"":""assistant"",""content"":""亲调整一下比例试下哦""},{""role"":""user"",""content"":""一点双皮奶味道都没有，跟布丁果冻味道差不多""},{""role"":""user"",""content"":""一点双皮奶味道都没有，跟布丁果冻味道差不多今晚是按比例试的""}]",,比例是称重的吗,18,"['问题：""就是一股奶味，一丁点芝士味没有"", 答案：""亲亲每个人口感不一样的哈""', '问题：""牛奶味的只有一包，我煮了才看其他都是两包"", 答案：""两个包裹哈亲都收到了吗""', '问题：""太绿了，一点果冻样子的没有，做出来都没人敢吃"", 答案：""亲抹茶正常就是这种颜色哈""', '问题：""没有椰奶味按配方的"", 答案：""您参考下亲，口感因人而异哈。不会没有椰奶味的""', '问题：""芒果味的味道一点都不好吃了，颜色也怪怪的跟以前的不像了"", 答案：""亲，我们的芒果味产品都是经过严格检验的，味道和颜色都是正常的。如果您觉得味道不好，可以服申请退货退款哦。""', '问题：""不对好像没有奶香味"", 答案：""亲，没有添加剂的哈正常就是这样的哈。""', '问题：""那问题是芝士味道一点没有只有奶粉味"", 答案：""亲 芝士也是甜味为主哦""', '问题：""我要的是四个口味，怎么全部给我发成牛奶味？"", 答案：""实在抱歉亲可能是仓库那边发错了""']",,
一点双皮奶味道都没有，跟布丁果冻味道差不多,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""为什么这双皮奶弄起来跟果冻一样的""},{""role"":""assistant"",""content"":""亲调整一下比例试下哦""},{""role"":""user"",""content"":""一点双皮奶味道都没有，跟布丁果冻味道差不多""}]",亲咱家是双皮奶粉的哈,,18,"['问题：""就是一股奶味，一丁点芝士味没有"", 答案：""亲亲每个人口感不一样的哈""', '问题：""牛奶味的只有一包，我煮了才看其他都是两包"", 答案：""两个包裹哈亲都收到了吗""', '问题：""太绿了，一点果冻样子的没有，做出来都没人敢吃"", 答案：""亲抹茶正常就是这种颜色哈""', '问题：""没有椰奶味按配方的"", 答案：""您参考下亲，口感因人而异哈。不会没有椰奶味的""', '问题：""芒果味的味道一点都不好吃了，颜色也怪怪的跟以前的不像了"", 答案：""亲，我们的芒果味产品都是经过严格检验的，味道和颜色都是正常的。如果您觉得味道不好，可以服申请退货退款哦。""', '问题：""不对好像没有奶香味"", 答案：""亲，没有添加剂的哈正常就是这样的哈。""', '问题：""那问题是芝士味道一点没有只有奶粉味"", 答案：""亲 芝士也是甜味为主哦""', '问题：""我要的是四个口味，怎么全部给我发成牛奶味？"", 答案：""实在抱歉亲可能是仓库那边发错了""']",,
为什么这双皮奶弄起来跟果冻一样的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""为什么这双皮奶弄起来跟果冻一样的""}]",亲调整一下比例试下哦,亲调整一下比例试下哦,18,"['问题：""为什么按比例做出来跟果冻一样？"", 答案：""参考下这个制作方式亲""', '问题：""请问双皮奶那样了还能吃吗？"", 答案：""你好具体什么问题呢亲""', '问题：""布丁的做法和双皮奶有什么区别"", 答案：""亲 参考下哦""', '问题：""芒果加双皮奶可以吗"", 答案：""亲 已备注""', '问题：""双皮奶芒果"", 答案：""亲看您下了两个订单都是四斤的您都需要什么口味呢""', '问题：""我为啥打出来很稠加了淡奶油"", 答案：""可以调整比例试下哈""', '问题：""商家怎么回事啊？我买的是牛奶的味为什么给我发芒果味"", 答案：""您拍照咱看下亲""', '问题：""我要的是四个口味，怎么全部给我发成牛奶味？"", 答案：""实在抱歉亲可能是仓库那边发错了""']",,
我请别人帮忙退货，还租车呢,"[{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""退货运费15元""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""你这山东要15元的""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""那不行的。我这运费我15元的""},{""role"":""assistant"",""content"":""亲 没有额外的补贴哦""},{""role"":""user"",""content"":""嗯，那申请平台吧""},{""role"":""user"",""content"":""我请别人帮忙退货，还租车呢""}]",亲 运费需要您自行承担,亲 以平台补贴为准 没有其它补贴哦,18,"['问题：""售后那边怎么联系呢？"", 答案：""亲自助申请退货哈""', '问题：""我申请退货。"", 答案：""确认下""', '问题：""你好，我在订单中申请了退货。请你帮我把货退了好吗？"", 答案：""亲 我们这边无法帮您操作 需要您在订单上面申请下哦""', '问题：""店家，你这个东西到了包装脏兮兮的先不说他涨了啊"", 答案：""可以申请下退货退款亲""', '问题：""我要退货我已经申请了"", 答案：""售后会及时处理的哈""', '问题：""不好要求退货"", 答案：""亲 可以申请退货退款""', '问题：""都退回去吧这赃的"", 答案：""亲 可以申请退货退款""', '问题：""不行，用不了退回去"", 答案：""亲 可以申请退货退款""']",,
嗯，那申请平台吧,"[{""role"":""user"",""content"":""嗯""},{""role"":""assistant"",""content"":""嗯嗯""},{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""退货运费15元""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""你这山东要15元的""},{""role"":""assistant"",""content"":""以平台补贴为准哈""},{""role"":""user"",""content"":""那不行的。我这运费我15元的""},{""role"":""assistant"",""content"":""亲 没有额外的补贴哦""},{""role"":""user"",""content"":""嗯，那申请平台吧""}]",好的,,18,"['问题：""申请平台处理"", 答案：""亲亲，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理的哈。""', '问题：""哪个平台？"", 答案：""这是我刚截图显示的价格""', '问题：""补偿我差价1元"", 答案：""申请了亲""', '问题：""退货退款申请"", 答案：""亲 可以直接申请哦""', '问题：""我申请了"", 答案：""您申请的是仅退款亲""', '问题：""兰踫到了，退款"", 答案：""申请就可以""', '问题：""你如果实在不给退的话，我也就不退，我把你的商品，拍照，说明原因，我在抖音，西瓜视频。今日头条网上，给你做做广告，你看可以吗？"", 答案：""可以自己申请哈""', '问题：""平台有补充吗？"", 答案：""这个就是预计的哦""']",,
要香芋味的,"[{""role"":""user"",""content"":""要香芋味的""}]",亲，已备注要香芋味儿的，下单后联系客服备注哈~,,18,"['问题：""香芋芒果味的可以吗"", 答案：""可以的亲。下单后联系客服备注哈""', '问题：""要香芋 和草莓的"", 答案：""已备注亲""', '问题：""我要芒果跟香芋味儿"", 答案：""备注了亲""', '问题：""要香芋，草莓"", 答案：""已备注""', '问题：""我要一份香芋的，一份原味的"", 答案：""已备注""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""', '问题：""香芋和芒果味"", 答案：""已备注""', '问题：""忘记备注要芒果味和香芋味道的"", 答案：""好的亲 备注了""']",,
客服问一下这个罐装的一罐有多重啊？多少克？,"[{""role"":""user"",""content"":""客服问一下这个罐装的一罐有多重啊？多少克？""}]",亲，一罐的重量是300g哦~,,18,"['问题：""问下客服，一罐有1斤吗？"", 答案：""亲，一罐的重量是300g哦~""', '问题：""请问：一罐净重多少克？"", 答案：""500g""', '问题：""请问一罐是多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""是小罐还是大罐有几斤啊？这个一罐有几斤啊？"", 答案：""一罐350g的亲 二罐是700g""', '问题：""请问我刚下单的大这两罐有多少重量"", 答案：""亲，一罐350g哦。""', '问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""']",,
不用煮的是吗,"[{""role"":""user"",""content"":""不用煮的是吗""}]",亲，是的，免煮哦。,,18,"['问题：""不用煮嘛"", 答案：""亲，参考下哈""', '问题：""我用开水冲了一下，不对劲，我又放到锅里煮了一下。"", 答案：""不用煮""', '问题：""免煮对吗"", 答案：""可以的哦 亲""', '问题：""要煮的吗"", 答案：""亲 看下哦""', '问题：""要煮吗不是直接冲的"", 答案：""免煮哦""', '问题：""不煮也可以吗"", 答案：""也可以的哦 亲""', '问题：""不用煮的吗有些什么配料"", 答案：""亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""', '问题：""不用煮，直接开水就行吗"", 答案：""看一下亲""']",,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,亲亲，下单48小时内发货哦~,18,"['问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？急"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的👌"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？请发货。"", 答案：""亲亲，下单48小时内发货哦~""']",,
还要加全脂牛奶？,"[{""role"":""user"",""content"":""比例多少""},{""role"":""user"",""content"":""还要加全脂牛奶？""}]",是的 亲,亲 教程里是三种做法,18,"['问题：""要放纯牛奶吗？"", 答案：""亲 可以用牛奶 也可以用水""', '问题：""用全脂牛奶的话需要给牛奶先制冷吗？"", 答案：""不需要哈""', '问题：""那牛奶是要加一瓶吗？"", 答案：""按比例亲""', '问题：""那牛奶是要加一瓶吗？"", 答案：""你加了多少牛奶就得加多少粉""', '问题：""全脂牛奶可以用别的纯牛奶代替吗"", 答案：""一般建议全脂牛奶哈""', '问题：""牛奶要另外煮沸了才能加到里面吗"", 答案：""亲 按照教程哦""', '问题：""牛奶是要一整瓶都到吗？"", 答案：""参考上面比例哈亲""', '问题：""需要加奶吗"", 答案：""亲亲，这个商品不需要加牛奶哦，但是您可以根据自己的口味添加一些牛奶，味道会更好哦~""']",,
250g牛奶放多少水，放多少双皮奶粉,"[{""role"":""user"",""content"":""250g牛奶放多少水，放多少双皮奶粉""}]",亲，您可以根据自己的口味调整比例哦~,,18,"['问题：""如何加入牛奶，水和牛奶是多少如果加入牛奶"", 答案：""亲亲，这个商品不需要加牛奶哦，但是您可以根据自己的口味添加一些牛奶，味道会更好哦~""', '问题：""比例多少1份份  1份水  1份牛奶还是只要水和牛奶其中一种"", 答案：""亲 参考下哦""', '问题：""我180的纯牛奶，加了一点水，100克的粉，太稀了是不是180的纯奶，不用加水了，"", 答案：""调整一下比例试下哈""', '问题：""亲，我买的这里可以做多少杯呀"", 答案：""1kg的双皮奶粉加水制作完成后使用100ml的塑料杯，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""100克粉，加180纯奶是不是刚刚好呐"", 答案：""100g粉：600g水亲""', '问题：""那牛奶是要加一瓶吗？"", 答案：""你加了多少牛奶就得加多少粉""', '问题：""多少粉放多少水"", 答案：""亲没有固定要求哦根据自己实际情况进行调整哈""', '问题：""加这么多水，不成型"", 答案：""如果需要牛奶，可以按照100g粉：300g水：300g牛奶""']",,
你好 我要草莓和芒果味的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""你好 我要草莓和芒果味的""}]",亲，已备注。,亲，已备注。,18,"['问题：""您好，要芒果和草莓味"", 答案：""已备注""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""我要草莓和芒果味的帮我配一下，谢谢"", 答案：""已备注""', '问题：""亲，我想要草莓和芒果味可以吗"", 答案：""亲，下单随意搭配，联系客服备注哈""', '问题：""亲，我想要草莓和芒果味可以吗"", 答案：""已备注亲""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""', '问题：""可以给我发草莓味和芒果味的吗？"", 答案：""亲下单以后联系我们备注哈""', '问题：""能自己选味道么芒果和草莓的吧"", 答案：""已备注""']",,
