q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
煮开的水试过，一起煮也试过，都不行两包都试了[汗]都不行,"[{""role"":""user"",""content"":""比例按说明调的""},{""role"":""user"",""content"":""不行""},{""role"":""user"",""content"":""水减少了也不行""},{""role"":""assistant"",""content"":""亲 用什么方法制作的""},{""role"":""user"",""content"":""煮开的水试过，一起煮也试过，都不行""},{""role"":""user"",""content"":""两包都试了""},{""role"":""user"",""content"":""煮开的水试过，一起煮也试过，都不行两包都试了[汗]都不行""}]",,亲 水煮的方法需要煮至沸腾 转小火 搅拌至完全溶解,18,"['问题：""我先用50度水，不行我又用的沸水"", 答案：""亲您用70-80左右的水再试下哈边放粉边搅拌""', '问题：""这个到底要怎么搞？按照上面写的比例那个煮了几次了啊？用煮的也不行，用泡的也不行"", 答案：""亲亲不凝固一般是操作方式不太对呢，可以参考下面常出错的环节参考看下：1、比例是不是1:6，注意哦这里的比例是重量哈100g：600g，不是容积哈，建议电子克重称称重。2、如果是免煮方式的话，用沸水哈，搅拌时间一定要充足，建议用电动打蛋器搅拌在十分钟以上。""', '问题：""用沸水做的搅拌了最起码有五分钟今天早上起来看还是水一样"", 答案：""亲建议用刚烧开的沸水哈您也可以稍微调整一下比例试下哦""', '问题：""你没看到浮到上面的东西吗[微笑]"", 答案：""亲亲，建议调整比例用沸水搅拌至完全溶解试下哈""', '问题：""是用冷开水冲着吃的吗？"", 答案：""建议沸水哈""', '问题：""煮水的话，没那种小锅所以没试"", 答案：""好的亲""', '问题：""煮了两次，没成功，今天第三次，我今天600克的水，用了130克的粉，还是这样子"", 答案：""亲增加搅拌时间试下哦，冷却1-2小时后也可以放冰箱保鲜层试下哈。""', '问题：""我也可以试一下水煮方式，商用电磁炉方式绝对没有问题现在就是凝固不了我们是饮品店"", 答案：""亲 用水煮的方法试下哦""']",,
一包放多少毫升水本身就甜的吧？,"[{""role"":""user"",""content"":""一包放多少毫升水本身就甜的吧？""}]",亲亲，根据自己口味调整哈,,"18,7","['问题：""一包放多少水100克多少升水"", 答案：""亲，比例是1:8""', '问题：""可以多加水吗？主要太甜"", 答案：""亲，可以多加水哦，但是建议不要加太多，以免影响口感。""', '问题：""觉得太甜的话是不是水的比例加多一点儿"", 答案：""可以的亲，适当调整，少做一些，调整比例""', '问题：""一包大概多少水"", 答案：""亲 粉水比例是1:6""', '问题：""一包做得几碗300毫升的"", 答案：""根据比例算下哈""', '问题：""在吗请问这一包对多少水要煮多久呢？用不用加白糖"", 答案：""根据自己口味可以适量加白糖哦。""', '问题：""一包可以做多少毫升"", 答案：""1kg的椰奶冻粉加水制作完成后使用100ml的塑料容器，大约可做70杯左右，具体数量看操作及操作损耗会有误差。""', '问题：""一包，可以有多少毫升"", 答案：""选项上有哦""', '问题：""问一下买的原味，怎么好甜的。"", 答案：""亲亲，我们这款是本身的甜味，""', '问题：""能退一包吗感觉太甜了。。[撇嘴]"", 答案：""亲亲，未拆封的可以申请退货退款哈""']",,
我已拼单成功，能尽快帮我发货吗？我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？我已拼单成功，能尽快帮我发货吗？""}]",亲，我们会尽快为您安排发货哦~,,18,"['问题：""我已拼单成功，能尽快帮我发货吗？我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？我已拼单成功，能尽快帮我发货吗？"", 答案：""亲，我们会尽快为您安排发货哦~""', '问题：""哦我已拼单成功，能尽快帮我发货吗？我已拼单成功，能尽快帮我发货吗？"", 答案：""感谢您的光临，祝您生活愉快，再见！""', '问题：""我已拼单成功，能尽快帮我发货吗？我已拼单成功，能尽快帮我发货吗？谢谢"", 答案：""感谢您的光临，祝您生活愉快，再见！""', '问题：""我已经拼单成功1天，能尽快帮我发货吗？我已经拼单成功1天，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""']",,
帮我备注一下一斤巧克力味的，一斤香芋味的,"[{""role"":""user"",""content"":""帮我备注一下一斤巧克力味的，一斤香芋味的""}]",亲，已备注哦~,亲，已备注哦~,18,"['问题：""想要抹茶味的一斤，香芋味的一斤帮我备注一下谢谢"", 答案：""亲 拍下随意搭配的选项后 联系这边备注""', '问题：""想要抹茶味的一斤，香芋味的一斤帮我备注一下谢谢"", 答案：""已备注""', '问题：""我要一斤芒果味，和香芋味的"", 答案：""亲 已备注""', '问题：""可以备注4个味道嘛各一斤"", 答案：""什么口味""', '问题：""忘记备注要芒果味和香芋味道的"", 答案：""好的亲 备注了""', '问题：""双皮奶香芋茶末"", 答案：""亲拍了两斤可以备注两个口味哈""', '问题：""你好，每个口味一斤忘了备注"", 答案：""亲需要什么口味文字发我一下哈""', '问题：""我要香芋味和抹茶味麻烦您帮我备注一下"", 答案：""已备注""']",,
烧仙草怎么调汁,"[{""role"":""user"",""content"":""烧仙草怎么调汁""}]",亲 您参考下哦,,18,"['问题：""100克烧仙草600克水做了两次了都不行"", 答案：""亲 可以少放些水 搅拌哦""', '问题：""怎么调"", 答案：""亲 您参考下哈""', '问题：""怎么煮"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""怎么煮"", 答案：""亲，参考下哈""', '问题：""请问怎么调的"", 答案：""1:6的亲""']",,
今天发不了？,"[{""role"":""user"",""content"":""今天发不了？""}]",亲亲，已经在陆续发货了，会尽快安排的哈,下单48小时内发货亲,18,"['问题：""发不了吗"", 答案：""是的 亲""', '问题：""今天能发吗"", 答案：""亲 不能保证的哦""', '问题：""意思今天不能发货"", 答案：""不保证亲""', '问题：""今天发吗"", 答案：""亲亲，正常48小时内发货呢""', '问题：""发不了不早点说，废话"", 答案：""亲亲，实在抱歉""', '问题：""今天能发货吗？"", 答案：""下单48小时内发货亲""', '问题：""今天能发货吗？"", 答案：""亲亲，已经在陆续发货了，会尽快安排的哈""', '问题：""啥意思，是发不了货吗"", 答案：""亲 可以申请退款""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,18,,,
你好，每罐是净重500克吗？想买10罐,"[{""role"":""user"",""content"":""我已经拼单成功22小时，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，正常48小时内发货呢~""},{""role"":""user"",""content"":""早点发好吗？谢谢""},{""role"":""assistant"",""content"":""亲亲，会尽快安排的哈""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""好的亲?""},{""role"":""user"",""content"":""你好，每罐是净重500克吗？想买10罐""}]",亲，一罐500g哦。,,18,"['问题：""你好，每罐是六百克吗？"", 答案：""是的 亲""', '问题：""你好，一罐多少斤？"", 答案：""亲，一罐300g哦。""', '问题：""你好请问3大罐有几多斤？"", 答案：""亲，一罐300g哦。""', '问题：""您好！一罐是多少有其它添加吗？有没有糖"", 答案：""亲，一罐500，没有添加糖哦。商品本身会含有糖分""', '问题：""不地道。"", 答案：""亲，一罐300g哦。正常就是这个量哦""', '问题：""这是12罐吗"", 答案：""3罐，一罐500g哈""', '问题：""他们咋说一罐6两呢"", 答案：""一罐500g亲。不会缺斤少两的哈""', '问题：""买的时候 以为两大罐是 一千四百克"", 答案：""亲，两罐一共700g哦。一罐350g哦""']",,
亲亲，您好在吗,"[{""role"":""user"",""content"":""亲亲，您好在吗""}]",亲，您好，很高兴为您服务，请问有什么可以帮您？,,18,"['问题：""在吗亲"", 答案：""你好""', '问题：""在吗您好"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""亲，你们扣钱了找你们处理在吗"", 答案：""在的亲""', '问题：""你好，在吗？"", 答案：""在的 亲""', '问题：""人呢在么平台已退出介入，您可继续聊天"", 答案：""在的亲""', '问题：""在吗？请回复一下"", 答案：""在的亲""', '问题：""客服客服"", 答案：""在的 亲""']",,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""算了第一次买"", 答案：""有什么可以帮您呢亲""', '问题：""怎么做啊怕买来不会做"", 答案：""亲 参考下哦""', '问题：""怎么做？亲第一次买用纯牛奶"", 答案：""可以参考看下亲""', '问题：""第一次用，包装也不是透明的，不知道是什么样的，无法验货，只能把包装剪开。"", 答案：""可以试试哦""', '问题：""不好意思，我不会操作"", 答案：""亲 撤销后重新申请退货退款""', '问题：""这个怎么制作呢？收到货还不会做呀"", 答案：""亲，有教程哦，您可以参考一下。""', '问题：""一样一袋怎么下单，我先买来试试，"", 答案：""根据选项下单哦亲""', '问题：""一次性买几种怎么买"", 答案：""直接下单就可以啦。""', '问题：""怎么使用？怎么操作？有说明书吗"", 答案：""亲 参考下哦""', '问题：""我怎么买这几种口味的试用装"", 答案：""分开拍""']",,
冲不开，都是渣子咋吃,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""这也冲不开啊，都是渣子""},{""role"":""user"",""content"":""冲不开，都是渣子咋吃""}]",用搅拌机高速搅拌亲,,18,"['问题：""为什么冲出来的是这种颗粒状的。完全冲不开"", 答案：""亲亲，我们的产品需要搅拌均匀后食用哦~""', '问题：""这个怎么泡不开呀全都是结块怎么搅拌都搅不匀"", 答案：""用搅拌机 高速搅拌亲""', '问题：""加什么也是那玩意，根本冲不酬。吃到嘴里总有碴碴。我申请退款！"", 答案：""亲 可以申请退货退款哦""', '问题：""两桶没开，一桶是要吃的才打开，出现这样，太难吃了"", 答案：""亲 可以退两罐哦""', '问题：""搅不开，结块"", 答案：""亲 稍等""', '问题：""主要是怎么弄也不黏糊？喝到嘴里全是渣子"", 答案：""亲亲，纯黄瓜籽粉没有添加剂的哈""', '问题：""我说是渣渣没法喝呀不是味道的事"", 答案：""亲亲，可以调整一下冲泡比例试下哦""', '问题：""按照你说的冲泡，还是不能溶解"", 答案：""有些杏仁的颗粒是没法溶解的哈您可以试下哦不影响口感的""']",,
,"[{""role"":""user"",""content"":""对多点水""},{""role"":""user"",""content"":""2公斤水""},{""role"":""assistant"",""content"":""亲 参考下教程哦""},{""role"":""user"",""content"":""意思先用100冰水搅拌一会，再加100冰水""},{""role"":""user"",""content"":""好吃不""},{""role"":""user"",""content"":""从那里发货""},{""role"":""assistant"",""content"":""亲 口感不错的哦""},{""role"":""user"",""content"":""""}]",,山东枣庄发货的亲,18,,,
用放糖不,"[{""role"":""user"",""content"":""用放糖不""}]",亲 可以不用放糖哦,,18,"['问题：""用加糖吗"", 答案：""亲 可以不用加糖哦""', '问题：""不用加糖吗"", 答案：""根据个人口味哈""', '问题：""需要加糖吗？"", 答案：""可以根据口味适量加些亲""', '问题：""这个里面用放白糖吗？"", 答案：""根据自己口味哈亲""', '问题：""要不要放糖    有没有教程视频"", 答案：""亲，要不要放糖看个人口味哦，""', '问题：""请问这个是不是不用放糖了？"", 答案：""亲 可以不用放 也可以根据您自己的口味添加""', '问题：""需要自己加糖吗"", 答案：""可以根据自己口味哈""', '问题：""糖呢？加吗"", 答案：""亲亲，这个商品不需要加糖哦，您可以根据自己的口味添加一些糖""']",,
抹茶和双皮奶粉,"[{""role"":""user"",""content"":""抹茶和双皮奶粉""}]",亲下单以后联系我们备注哈,亲 可拍这个选项,18,"['问题：""抹茶和香芋"", 答案：""已备注亲""', '问题：""抹茶的"", 答案：""只要抹茶吗""', '问题：""还有抹茶"", 答案：""已备注""', '问题：""亲   抹茶+牛奶已下单"", 答案：""已备注""', '问题：""抹茶"", 答案：""已备注抹茶口味亲""', '问题：""抹茶味和鸡蛋味"", 答案：""好的亲 这边给您备注下""', '问题：""抹茶味和巧克力味"", 答案：""已备注""', '问题：""抹茶味的"", 答案：""你好您拍的就是抹茶的哈""']",,
你好，我改地址，我应怎么改，我不按错了地址。,"[{""role"":""user"",""content"":""你好，我改地址，我应怎么改，我不按错了地址。""}]",亲，您需要修改地址的话，可以联系我们的客服，我们会帮您联系快递更改地址哦~,,18,"['问题：""你好我想改个地址地址错了"", 答案：""地址发我""', '问题：""你好我把地址添错了能帮我改一下吗"", 答案：""提供一下详细的地址帮您联系快递更改亲""', '问题：""地址错了，现在怎么样能改一下"", 答案：""可以的""', '问题：""有改地址吗您好"", 答案：""已经更改了亲""', '问题：""那我设更改个地址，写地址里面"", 答案：""好的亲可以试试哦""', '问题：""现在还可以改地址吗可以的话我想改个地址"", 答案：""亲，现在还可以修改地址哦~""', '问题：""我要修改址"", 答案：""亲 用文字发下哦""', '问题：""能改地址吗"", 答案：""亲 用文字发下哦""']",,
好,"[{""role"":""user"",""content"":""什么时候发货？""},{""role"":""assistant"",""content"":""亲亲，正常48小时内发货呢。""},{""role"":""user"",""content"":""可以优先发货吗""},{""role"":""user"",""content"":""急用啊""},{""role"":""assistant"",""content"":""亲亲，已经在陆续发货了，会尽快安排的哈。""},{""role"":""user"",""content"":""好""}]",嗯嗯,嗯嗯,18,"['问题：""好"", 答案：""华都""', '问题：""好"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""好"", 答案：""您现在收到八包是吧""', '问题：""好"", 答案：""好的亲""', '问题：""好"", 答案：""🌹""', '问题：""感恩"", 答案：""好的""', '问题：""客气了，谢谢老板，长期需要用的咧"", 答案：""好的""']",,
你这一罐是五百的。,"[{""role"":""user"",""content"":""一桶多些的。""},{""role"":""assistant"",""content"":""亲，一罐的重量是500g哦~""},{""role"":""user"",""content"":""你这一罐是五百的。""}]",亲，一罐的重量是500g哦~,亲，一罐的重量是500g哦~,"18,8","['问题：""这一罐是多少是一斤呢？"", 答案：""亲，一罐的重量是500哦~""', '问题：""是净重还是带罐500克"", 答案：""亲，一罐500克哦""', '问题：""一罐500克是净重吗[微笑]看着挺好的"", 答案：""亲，一罐500克哦""', '问题：""一罐净重是多少克？"", 答案：""亲，一罐是500克哦~""', '问题：""一罐是500克吗？"", 答案：""是的亲""', '问题：""这样拍一罐是500 毫升的吗"", 答案：""一罐500g亲""', '问题：""一灌够500克吗"", 答案：""亲，一罐够500克哦~""', '问题：""给发几桶"", 答案：""您拍的是5罐""', '问题：""请问一桶多少克"", 答案：""亲，一罐300g哦。""', '问题：""＇三大罐多少克数"", 答案：""亲，一罐300g哦。""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,18,,,
看看成什么样子了,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""在吗""},{""role"":""assistant"",""content"":""亲，在的 有什么可以帮您呢""},{""role"":""user"",""content"":""看看成什么样子了""}]",亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。,亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿1元可以吗。,18,"['问题：""怎么是这个样子啊"", 答案：""亲看样子像是煮老了哦您可以冷却1-2小时看下成品哈""', '问题：""看看几天了"", 答案：""22号就到了哦""', '问题：""看看"", 答案：""好的亲确认收货一下哦""', '问题：""我怎么在拼多多看不到"", 答案：""看什么""', '问题：""看一下这憋了"", 答案：""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""', '问题：""怎么撞成这样了"", 答案：""亲 其它是完好的吧""', '问题：""色成这样了"", 答案：""混合颜色会有变化""', '问题：""看了吗咋回事"", 答案：""亲这边帮您联系快递核实发出重量是没问题的哈""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,"18,7",,,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,18,,,
我下单的仙草粉不要发邮政快递我们这里收不到,"[{""role"":""user"",""content"":""亲在不""},{""role"":""assistant"",""content"":""你好""},{""role"":""user"",""content"":""我下单的仙草粉不要发邮政快递我们这里收不到""}]",亲，我们也不支持指定快递哦，仓库随机发货呢~,极兔 中通，邮政，不指定快递，仓库随机发的亲,18,"['问题：""我不想退款。行发哪快递都行，就是邮政现在过不来。"", 答案：""亲 快递是仓库随机发的哦""', '问题：""发什么快递？发什么快递？不要发极兔，这边收不到"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""邮政太慢了给我发中通吧"", 答案：""亲，我们也不支持指定快递哦，仓库随机发货呢~""', '问题：""我已经拼单成功4天，能尽快帮我发货吗？好多天了怎么没发货"", 答案：""亲 快递给我们的通知 海南暂时发不了""', '问题：""麻烦邮政快递"", 答案：""不支持指定""', '问题：""以后记得不要发邮政慢得要命"", 答案：""我们也没法指定哈实在抱歉""', '问题：""不好意思我是没收到盒不是粉没看清楚"", 答案：""什么盒亲""', '问题：""买耶奶冻粉！给我寄的烧仙草粉还是漏的"", 答案：""亲可以申请退货退款哈商品寄回有专人处理的哈您重新拍下""']",,
什么时发,"[{""role"":""user"",""content"":""什么时发""}]",亲亲，正常48小时内发货呢~,亲亲，正常48小时内发货呢~,18,"['问题：""什么时间可发？"", 答案：""亲暂时不清楚哈应该得等那边开完会哈""', '问题：""今天发吗"", 答案：""亲亲，正常48小时内发货呢""', '问题：""今天能发吗"", 答案：""亲 不能保证的哦""', '问题：""什么时候补发"", 答案：""亲，这边快递还没答复""', '问题：""什么时间发货"", 答案：""下单48小时内发货亲""', '问题：""什么时候发货"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时候发货"", 答案：""已经发货了""', '问题：""什么时候发货？"", 答案：""48小时发货""']",,
几点能到快递点,"[{""role"":""user"",""content"":""给我发邮政快递""},{""role"":""assistant"",""content"":""不指定快递的亲""},{""role"":""user"",""content"":""能发邮政尽量给我发邮政""},{""role"":""assistant"",""content"":""🌹""},{""role"":""user"",""content"":""几天能发货""},{""role"":""assistant"",""content"":""亲亲，我们会在48小时内发货哦~""},{""role"":""user"",""content"":""最好给我发邮政好吧""},{""role"":""assistant"",""content"":""亲 不支持指定快递哦""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""几点能到快递点""}]",亲亲，快递几点到以快递为准哦。,亲亲，快递几点到以快递为准哦。,18,"['问题：""几天能到？"", 答案：""亲，路上时效以快递为准，我们不敢保证快递路上时效哦。""', '问题：""快点发货把我急用几天能到"", 答案：""亲亲，我们会尽快为您发货的哦~""', '问题：""今天能送到吗"", 答案：""路上时效以快递为准，我们不敢保证快递路上时效哦""', '问题：""发什么快递？什么时候发货？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发""', '问题：""发什么快递？什么时候发货？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？什么时候发货？"", 答案：""亲亲，正常48小时内发货呢""', '问题：""大概多久到"", 答案：""路上时效以快递为准，我们不敢保证快递路上时效哦。""', '问题：""明天晚上四点必须到货。"", 答案：""亲 具体到货时间以快递为准""']",,
学生可以吃吗,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""学生可以吃吗""}]",可以的 亲,可以的 亲,"18,10","['问题：""宝宝可以吃吗"", 答案：""亲亲，几岁的宝宝""', '问题：""<食用方式>儿童可以食用吗？"", 答案：""可以""', '问题：""儿童能喝吗？"", 答案：""您问的是哪个产品呢""', '问题：""糖友能吃吗"", 答案：""建议咨询医生哈""', '问题：""<食用方式>多大孩子能吃？"", 答案：""能吃饭就能吃""', '问题：""好滴孩子能喝么"", 答案：""可以的""', '问题：""这个哺乳期可以吃吗"", 答案：""不清楚哈亲建议咨询营养师哈""', '问题：""孕妇能吃吗？"", 答案：""咨询医生哈亲""', '问题：""我过敏过的，能吃吗？"", 答案：""过敏的不可以哈""', '问题：""干吃可以吗"", 答案：""亲亲建议热水冲泡食用亲。""']",,
你好！好评返现吗？,"[{""role"":""user"",""content"":""你好！好评返现吗？""}]","亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。",,18,"['问题：""好评返现吗"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""有好评返现吗"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""好评返现？？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""货到了好评返现吗"", 答案：""亲，本店都是薄利多销,没啥利润的,如果您签收后还满意的话，麻烦给个五星评价鼓励一下哦~如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""好评返现哦"", 答案：""感谢支持""', '问题：""那这么说也好评有返现么？"", 答案：""如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按步骤要求提交试一下哦。""', '问题：""在吗亲好评返现吗"", 答案：""好的亲""', '问题：""那我好评之后你给我返现么？"", 答案：""那可能是官方活动，不是本店活动""']",,
好,"[{""role"":""user"",""content"":""用了半包""},{""role"":""user"",""content"":""退一包""},{""role"":""user"",""content"":""能退吗""},{""role"":""user"",""content"":""好""}]",亲 麻烦您先在订单上确认收货哦,,18,"['问题：""好"", 答案：""华都""', '问题：""好"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""好"", 答案：""您现在收到八包是吧""', '问题：""好"", 答案：""好的亲""', '问题：""好"", 答案：""🌹""', '问题：""感恩"", 答案：""好的""', '问题：""客气了，谢谢老板，长期需要用的咧"", 答案：""好的""']",,
我已经拼单成功1天，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲亲，下单48小时内发货哦~""},{""role"":""user"",""content"":""我已经拼单成功1天，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,亲亲，下单48小时内发货哦~,18,"['问题：""我已经拼单成功1天，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已经拼单成功2天，能尽快帮我发货吗？"", 答案：""亲 海南暂时停发了哦""', '问题：""我已经拼单成功2天，能尽快帮我发货吗？"", 答案：""亲 订单积压 仓库发货量大 仓库按照订单顺序发出 我们也会尽快的哦。""', '问题：""我已经拼单成功2天，能尽快帮我发货吗？"", 答案：""这边帮您催下""', '问题：""我已经拼单成功3天，能尽快帮我发货吗？"", 答案：""亲亲海南那边限发了恢复以后尽快帮您处理哈""', '问题：""我已经拼单成功3天，能尽快帮我发货吗？"", 答案：""恢复以后会尽快的哈""', '问题：""我已经拼单成功3天，能尽快帮我发货吗？"", 答案：""会尽快的哈""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""']",,
这款小麦胚芽含糖吗,"[{""role"":""user"",""content"":""糖尿病的人能喝这个吗""},{""role"":""user"",""content"":""这款小麦胚芽含糖吗""}]",亲亲，零添加蔗糖，只有商品本身赋有的糖份哈~,亲亲，零添加蔗糖，只有商品本身赋有的糖份哈~,18,"['问题：""胚芽含糖量高吗"", 答案：""亲亲，商品本身会含有一点糖分""', '问题：""这个含糖吗"", 答案：""亲亲，零添加蔗糖，只有商品本身赋有的糖份哈""', '问题：""你好👋小麦胚芽是带油的吗"", 答案：""亲 不是的哦""', '问题：""这个小麦胚芽是不是麦肤，吃起滿口渣"", 答案：""亲亲，这个小麦胚芽不是麦肤哦""', '问题：""含糖吗？"", 答案：""无蔗糖的""', '问题：""我要的是小麦胚芽粉这是什么"", 答案：""亲快递单号拍照这边看下""', '问题：""请问含糖吗？"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""']",,
这个我能退吧,"[{""role"":""user"",""content"":""这个不是小麦胚芽啊""},{""role"":""user"",""content"":""这个是麦皮吧""},{""role"":""assistant"",""content"":""亲亲，这个小麦胚芽不是麦肤哦。""},{""role"":""user"",""content"":""我吃过小麦胚芽，不是这种的""},{""role"":""assistant"",""content"":""亲亲，咱家是小麦胚芽哦。""},{""role"":""user"",""content"":""这个我能退吧""}]",亲亲，可以的,,18,"['问题：""能退不？"", 答案：""亲 可以申请退货退款哦""', '问题：""给我退了吧"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""这个我不想要了我可以退吗"", 答案：""亲，可以的，申请退款就可以哈亲""', '问题：""打开了怎么退"", 答案：""可以退的""', '问题：""我收到货的时外包装有点坏了"", 答案：""亲 可以退哦""', '问题：""客服，这还能退吗？"", 答案：""抱歉呢亲您这个时间太久了哦您看下您那边还能申请吗如果不能就没办法了哦。""', '问题：""并且已全拆包检查"", 答案：""亲 可以退的哦""', '问题：""退了可以吗"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""']",,
有糖吗？,"[{""role"":""user"",""content"":""有糖吗？""}]",亲亲，根据选项下单。有无糖的。有含糖的,,18,"['问题：""有糖吗"", 答案：""亲亲，根据选项下单。有无糖的。有含糖的""', '问题：""有糖的吗"", 答案：""亲 本身是会有甜味的哦""', '问题：""含糖吗？"", 答案：""无蔗糖的""', '问题：""有没有加糖？"", 答案：""亲 没有哦""', '问题：""糖呢？加吗"", 答案：""亲亲，这个商品不需要加糖哦，您可以根据自己的口味添加一些糖""', '问题：""请问含糖吗？"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""是糖吗？加糖吗？是甜吗？"", 答案：""零添加蔗糖的亲""', '问题：""需要加糖吗？"", 答案：""可以根据口味适量加些亲""']",,
,"[{""role"":""user"",""content"":""客服我买一单怎么现在有两单了是不是弄错了""},{""role"":""user"",""content"":""那还有一单我只能退了不然太多了""},{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""""}]",亲，您可以申请退货退款哦。,亲 您可以收到后在退3袋哦,18,,,
怎么查看全部里写的是，小麦胚芽呀,"[{""role"":""user"",""content"":""袋装的吗""},{""role"":""user"",""content"":""怎么查看全部里写的是，小麦胚芽呀""}]",亲 袋装是小麦胚芽 罐装是纯小麦胚芽,亲 袋装是小麦胚芽 罐装是纯小麦胚芽,18,"['问题：""这个是属粗粮吗？"", 答案：""小麦胚芽""', '问题：""在发的啥麦胚芽嘛？"", 答案：""你好 在的亲""', '问题：""是麦麸皮哪有胚芽"", 答案：""亲亲，咱家是小麦胚芽哦加工过的哈""', '问题：""我要的是小麦胚芽粉这是什么"", 答案：""亲快递单号拍照这边看下""', '问题：""这个小麦胚芽是不是麦肤，吃起滿口渣"", 答案：""亲亲，这个小麦胚芽不是麦肤哦""', '问题：""你好👋小麦胚芽是带油的吗"", 答案：""亲 不是的哦""', '问题：""小麦胚芽怎么吃？咋不说话。"", 答案：""亲。冲泡即食的""']",,
